PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Gilbert Arenas,25,74,73,2942,11.2,26.8,0.418,3.6,10.1,0.35100000000000003,7.7,16.7,0.45899999999999996,10.5,12.5,0.8440000000000001,1.1,4.8,5.9,7.7,2.4,0.2,4.1,4.3,36.5,,115,111
Antawn Jamison,30,70,70,2662,9.8,21.8,0.45,2.6,7.3,0.364,7.2,14.6,0.49200000000000005,4.3,5.9,0.736,2.6,8.2,10.8,2.6,1.5,0.7,2.0,3.7,26.6,,113,110
Caron Butler,26,63,63,2474,9.3,20.1,0.46299999999999997,0.4,1.5,0.25,8.9,18.6,0.48,5.8,6.8,0.863,3.0,6.6,9.6,4.8,2.8,0.4,3.7,3.9,24.8,,108,109
DeShawn Stevenson,25,82,82,2419,7.3,15.9,0.461,1.6,3.9,0.40399999999999997,5.8,12.0,0.479,3.2,4.6,0.7040000000000001,1.2,3.4,4.6,4.6,1.4,0.4,2.5,3.3,19.4,,109,114
Antonio Daniels,31,80,8,1761,5.0,11.3,0.442,0.6,1.8,0.302,4.4,9.4,0.469,6.0,7.2,0.8320000000000001,0.5,3.9,4.4,8.4,1.1,0.3,2.0,2.3,16.5,,123,114
Brendan Haywood,27,77,49,1740,5.8,10.4,0.5579999999999999,0.0,0.0,,5.8,10.4,0.5579999999999999,3.4,6.2,0.5479999999999999,5.7,8.3,14.0,1.4,1.0,2.6,2.6,6.1,15.0,,112,109
Jarvis Hayes,25,81,17,1626,7.0,17.1,0.41,2.1,5.7,0.361,5.0,11.4,0.435,2.2,2.6,0.845,1.3,5.3,6.6,2.5,1.5,0.4,1.8,5.0,18.4,,104,112
Etan Thomas,28,65,32,1246,6.5,11.3,0.574,0.0,0.0,,6.5,11.3,0.574,3.2,5.7,0.5579999999999999,5.6,9.9,15.4,1.2,0.9,3.6,2.9,6.6,16.2,,111,107
Darius Songaila,28,37,1,700,8.6,16.4,0.524,0.0,0.1,0.0,8.6,16.3,0.529,3.4,3.9,0.852,3.2,6.6,9.8,2.8,1.2,0.7,3.1,7.7,20.6,,109,111
Andray Blatche,20,56,13,682,6.4,14.7,0.43700000000000006,0.3,2.0,0.14800000000000002,6.1,12.7,0.48200000000000004,2.2,3.7,0.612,5.8,8.5,14.3,2.9,1.3,2.4,3.7,7.0,15.4,,97,108
Roger Mason,26,62,0,492,6.1,18.6,0.33,3.4,10.6,0.324,2.7,8.0,0.33799999999999997,1.5,1.7,0.875,0.7,3.9,4.7,3.6,1.3,0.6,2.0,6.8,17.1,,95,113
Calvin Booth,30,44,1,380,4.2,8.9,0.47,0.1,0.3,0.5,4.0,8.6,0.469,0.8,1.3,0.6,3.6,7.3,10.9,2.4,0.5,3.9,1.2,9.5,9.3,,111,109
Donell Taylor,24,47,1,369,7.7,19.4,0.4,0.4,2.4,0.17600000000000002,7.3,17.0,0.431,1.5,2.9,0.524,1.9,5.4,7.3,6.2,2.4,0.4,3.5,4.7,17.4,,90,110
Michael Ruffin,30,30,0,271,0.9,3.4,0.278,0.0,0.0,,0.9,3.4,0.278,1.3,3.6,0.368,6.6,5.1,11.7,1.1,1.1,1.5,2.3,8.1,3.2,,91,112
James Lang,23,11,0,55,3.7,8.3,0.444,0.0,0.0,,3.7,8.3,0.444,2.8,4.6,0.6,4.6,5.6,10.2,1.9,0.0,2.8,1.9,13.0,10.2,,107,112
Mike Hall,22,2,0,13,3.9,15.7,0.25,0.0,0.0,,3.9,15.7,0.25,0.0,0.0,,3.9,3.9,7.8,3.9,0.0,0.0,0.0,3.9,7.8,,82,117
