Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2018,3,BRK,Brooklyn Nets,Spencer Dinwiddie,24,80,58,2306,6.8,17.6,0.39,3.0,9.1,0.33,3.9,8.5,0.45,4.6,5.6,0.81,0.8,4.6,5.5,11.0,1.4,0.5,2.7,3.9,21.2,,114,112
2018,3,BRK,Brooklyn Nets,Allen Crabbe,25,75,68,2197,7.4,18.3,0.41,4.4,11.8,0.38,3.0,6.5,0.46,2.5,3.0,0.85,0.6,6.5,7.2,2.6,1.0,0.8,1.7,3.7,21.9,,108,112
2018,3,BRK,Brooklyn Nets,DeMarre Carroll,31,73,73,2180,7.2,17.5,0.41,3.2,8.7,0.37,4.0,8.8,0.46,4.2,5.5,0.76,2.3,8.3,10.7,3.3,1.3,0.7,2.3,3.7,21.9,,109,110
2018,3,BRK,Brooklyn Nets,Joe Harris,26,78,14,1975,7.5,15.3,0.49,3.7,8.8,0.42,3.8,6.5,0.59,2.1,2.6,0.83,1.3,5.1,6.4,3.1,0.9,0.5,2.2,3.8,20.8,,116,113
2018,3,BRK,Brooklyn Nets,Rondae Hollis-Jefferson,23,68,59,1920,8.6,18.3,0.47,0.3,1.4,0.24,8.3,16.9,0.49,6.3,8.0,0.79,2.6,9.1,11.6,4.2,1.6,1.2,3.1,3.7,23.9,,108,109
2018,3,BRK,Brooklyn Nets,Caris LeVert,23,71,10,1864,8.3,19.1,0.44,2.2,6.4,0.35,6.1,12.8,0.48,3.5,4.9,0.71,1.4,5.4,6.8,7.8,2.1,0.6,4.0,4.1,22.3,,103,110
2018,3,BRK,Brooklyn Nets,Jarrett Allen,19,72,31,1441,7.9,13.4,0.59,0.2,0.5,0.33,7.7,12.9,0.6,3.8,5.0,0.78,4.9,8.2,13.1,1.7,0.9,3.0,2.8,5.0,19.8,,119,108
2018,3,BRK,Brooklyn Nets,Quincy Acy,27,70,8,1359,4.6,13.0,0.36,3.6,10.4,0.35,1.0,2.6,0.38,1.8,2.1,0.82,1.4,7.8,9.2,2.0,1.2,1.0,2.1,5.3,14.7,,99,110
2018,3,BRK,Brooklyn Nets,D'Angelo Russell,21,48,35,1234,10.9,26.4,0.41,3.5,10.9,0.32,7.4,15.5,0.48,3.8,5.2,0.74,1.2,6.3,7.4,9.8,1.4,0.7,5.8,3.7,29.2,,98,111
2018,3,BRK,Brooklyn Nets,Tyler Zeller,28,42,33,703,8.6,15.8,0.55,0.7,1.8,0.38,7.9,14.0,0.57,2.8,4.1,0.67,4.4,9.0,13.4,1.9,0.6,1.5,2.4,5.4,20.7,,113,111
