Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
2018.0,30.0,200,WAS,Washington Wizards,Bradley Beal,24.0,82.0,82.0,2977.0,11.4,24.8,0.46,3.3,8.8,0.38,8.1,15.9,0.51,4.9,6.2,0.79,1.0,5.0,6.1,6.2,1.6,0.6,3.6,2.7,31.0,109.0,110.0
2018.0,30.0,1914,WAS,Washington Wizards,Chris McCullough,22.0,19.0,0.0,90.0,9.9,23.2,0.43,0.6,4.4,0.12,9.4,18.8,0.5,5.0,7.7,0.64,3.9,9.9,13.8,2.2,0.0,2.8,1.1,4.4,25.4,104.0,108.0
2018.0,30.0,2472,WAS,Washington Wizards,Devin Robinson,22.0,1.0,0.0,13.0,3.8,11.5,0.33,0.0,0.0,,3.8,11.5,0.33,0.0,0.0,,7.6,11.5,19.1,0.0,3.8,0.0,0.0,7.6,7.6,103.0,102.0
2018.0,30.0,1815,WAS,Washington Wizards,Ian Mahinmi,31.0,77.0,0.0,1145.0,6.0,10.8,0.56,0.0,0.1,0.0,6.0,10.7,0.56,3.9,5.6,0.7,5.9,7.7,13.5,2.3,1.6,1.8,4.3,10.0,15.9,107.0,107.0
2018.0,30.0,2682,WAS,Washington Wizards,Jason Smith,31.0,33.0,2.0,285.0,7.8,20.0,0.39,0.7,5.6,0.12,7.1,14.5,0.49,3.3,3.7,0.9,3.1,6.1,9.2,2.4,0.5,2.3,2.8,7.7,19.7,93.0,110.0
2018.0,30.0,1962,WAS,Washington Wizards,Jodie Meeks,30.0,77.0,0.0,1119.0,7.0,17.4,0.4,3.2,9.3,0.34,3.8,8.1,0.46,4.5,5.2,0.86,0.7,4.9,5.6,3.1,1.3,0.2,1.6,2.4,21.6,111.0,112.0
2018.0,30.0,3007,WAS,Washington Wizards,John Wall,27.0,41.0,41.0,1410.0,9.9,23.5,0.42,2.2,5.9,0.37,7.7,17.6,0.44,6.2,8.5,0.73,0.8,4.5,5.3,13.8,2.0,1.6,5.6,2.8,28.1,105.0,108.0
2018.0,30.0,2218,WAS,Washington Wizards,Kelly Oubre Jr.,22.0,81.0,11.0,2231.0,7.1,17.6,0.4,2.8,8.2,0.34,4.3,9.4,0.46,4.3,5.2,0.82,1.3,6.8,8.1,2.2,1.8,0.8,2.0,5.2,21.2,106.0,109.0
2018.0,30.0,1065,WAS,Washington Wizards,Marcin Gortat,33.0,82.0,82.0,2075.0,6.9,13.4,0.52,0.0,0.0,,6.9,13.4,0.52,2.6,3.9,0.68,4.3,10.6,14.9,3.6,1.0,1.5,2.4,4.2,16.5,112.0,107.0
2018.0,30.0,2053,WAS,Washington Wizards,Markieff Morris,28.0,73.0,73.0,1968.0,8.3,17.3,0.48,1.9,5.2,0.37,6.4,12.1,0.53,2.6,3.2,0.82,1.9,8.4,10.3,3.6,1.4,1.0,3.2,5.5,21.2,105.0,108.0
2018.0,30.0,2585,WAS,Washington Wizards,Mike Scott,29.0,76.0,1.0,1406.0,9.7,18.5,0.53,2.3,5.8,0.4,7.4,12.8,0.58,1.8,2.7,0.66,1.8,7.0,8.7,2.8,0.8,0.4,2.8,5.2,23.6,109.0,111.0
2018.0,30.0,2340,WAS,Washington Wizards,Otto Porter,24.0,77.0,77.0,2432.0,9.1,18.1,0.5,2.8,6.4,0.44,6.3,11.7,0.54,2.2,2.6,0.83,2.1,7.9,10.0,3.2,2.4,0.8,1.5,3.1,23.2,120.0,107.0
2018.0,30.0,2598,WAS,Washington Wizards,Ramon Sessions,31.0,15.0,0.0,225.0,5.5,14.1,0.39,1.3,3.3,0.4,4.2,10.8,0.39,7.1,9.3,0.76,1.1,3.3,4.4,11.0,1.5,0.2,3.3,3.3,19.4,114.0,112.0
2018.0,30.0,960,WAS,Washington Wizards,Tim Frazier,27.0,59.0,11.0,838.0,4.0,10.2,0.4,1.0,3.3,0.3,3.0,6.9,0.44,1.4,1.8,0.77,1.1,5.7,6.8,11.5,2.8,0.4,3.4,5.7,10.4,105.0,107.0
2018.0,30.0,2562,WAS,Washington Wizards,Tomas Satoransky,26.0,73.0,30.0,1643.0,6.1,11.6,0.52,1.4,3.1,0.46,4.7,8.6,0.54,2.3,2.9,0.78,2.2,4.9,7.0,8.6,1.6,0.5,2.5,4.0,15.8,124.0,111.0
