Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009,26.0,2871,SAC,Sacramento Kings,Jason Thompson,"July 21, 1986",22.0,NBA,PF,82,56,28.1,4.3,8.7,0.497,0.0,0.1,0.0,4.3,8.6,0.502,0.497,2.4,3.5,0.692,2.9,4.5,7.4,1.1,0.6,0.7,1.8,3.8,11.1
2010,26.0,2871,SAC,Sacramento Kings,Jason Thompson,"July 21, 1986",23.0,NBA,C,75,58,31.4,4.9,10.5,0.472,0.0,0.1,0.1,4.9,10.3,0.477,0.473,2.6,3.7,0.715,3.0,5.5,8.5,1.7,0.5,1.0,1.9,3.7,12.5
2011,26.0,2871,SAC,Sacramento Kings,Jason Thompson,"July 21, 1986",24.0,NBA,PF,75,39,23.3,3.6,7.1,0.507,0.0,0.0,0.0,3.6,7.1,0.51,0.507,1.6,2.7,0.605,1.9,4.1,6.1,1.2,0.4,0.6,1.3,2.8,8.8
2012,26.0,2871,SAC,Sacramento Kings,Jason Thompson,"July 21, 1986",25.0,NBA,PF,64,47,25.9,3.7,6.9,0.535,0.0,0.0,0.0,3.7,6.9,0.537,0.535,1.7,2.8,0.602,2.6,4.3,6.9,1.2,0.7,0.7,1.1,2.3,9.1
2013,26.0,2871,SAC,Sacramento Kings,Jason Thompson,"July 21, 1986",26.0,NBA,PF,82,81,27.9,4.6,9.1,0.502,0.0,0.0,0.0,4.6,9.0,0.504,0.502,1.7,2.5,0.694,2.1,4.6,6.7,1.0,0.6,0.7,1.2,2.8,10.9
2014,26.0,2871,SAC,Sacramento Kings,Jason Thompson,"July 21, 1986",27.0,NBA,PF,82,61,24.5,3.1,6.0,0.506,0.0,0.0,,3.1,6.0,0.506,0.506,1.0,1.8,0.579,1.9,4.6,6.4,0.6,0.4,0.7,1.2,3.1,7.1
2015,26.0,2871,SAC,Sacramento Kings,Jason Thompson,"July 21, 1986",28.0,NBA,PF,81,63,24.6,2.5,5.3,0.47,0.0,0.0,0.0,2.5,5.3,0.471,0.47,1.1,1.8,0.622,1.7,4.8,6.5,1.0,0.4,0.7,1.0,3.0,6.1
2016,31.0,2871,TOT,Total After Trade,Jason Thompson,"July 21, 1986",29.0,NBA,C,47,7,10.0,1.1,2.3,0.481,0.1,0.3,0.333,1.0,2.0,0.505,0.505,0.8,1.1,0.704,0.7,2.2,2.9,0.6,0.3,0.4,0.3,1.7,3.1
2016,10.0,2871,GSW,Golden State Warriors,Jason Thompson,"July 21, 1986",29.0,NBA,C,28,1,6.4,0.7,1.5,0.476,0.0,0.0,,0.7,1.5,0.476,0.476,0.7,1.1,0.625,0.4,1.6,1.9,0.7,0.1,0.3,0.3,1.4,2.1
2016,28.0,2871,TOR,Toronto Raptors,Jason Thompson,"July 21, 1986",29.0,NBA,C,19,6,15.4,1.7,3.5,0.485,0.3,0.8,0.333,1.4,2.7,0.529,0.523,0.9,1.2,0.818,1.2,3.1,4.2,0.5,0.4,0.6,0.4,2.1,4.6
