Season,Tm,Player,Rank,Pts Won,Pts Max,Share,Type
2020,MEM,Ja Morant,1,498.0,500,0.996,ROY
2020,MIA,Kendrick Nunn,2,204.0,500,0.408,ROY
2020,NOP,Zion Williamson,3,140.0,500,0.28,ROY
2020,MEM,Brandon Clarke,4,50.0,500,0.1,ROY
2020,CHI,Coby White,5,3.0,500,0.006,ROY
2020,TOR,Terence Davis,6T,2.0,500,0.004,ROY
2020,GSW,Eric Paschall,6T,2.0,500,0.004,ROY
2020,NYK,RJ Barrett,8,1.0,500,0.002,ROY
