Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1996,27,SAS,San Antonio Spurs,Avery Johnson,30,82,3084,16.3,0.53,0.04,0.3,1.4,5.9,3.7,39.1,2.0,0.5,16.3,17.5,5.6,3.5,9.1,0.14,1.4,0.3,1.7,2.9
1996,27,SAS,San Antonio Spurs,David Robinson,30,82,3019,29.4,0.59,0.01,0.6,12.3,24.2,18.4,14.6,1.9,6.4,9.8,28.8,11.1,7.2,18.3,0.29,5.8,3.1,8.9,8.3
1996,27,SAS,San Antonio Spurs,Sean Elliott,27,77,2901,16.3,0.58,0.35,0.38,2.8,12.1,7.6,11.8,1.2,0.8,13.1,23.4,4.1,3.6,7.7,0.13,1.9,-0.2,1.7,2.7
1996,27,SAS,San Antonio Spurs,Vinny Del Negro,29,82,2766,15.6,0.56,0.16,0.22,1.5,9.1,5.5,18.3,1.6,0.2,8.6,18.8,5.2,3.2,8.3,0.14,0.4,0.7,1.1,2.2
1996,27,SAS,San Antonio Spurs,Chuck Person,31,80,2131,13.6,0.58,0.66,0.15,4.1,16.9,10.8,7.2,1.2,0.9,10.8,17.8,2.4,3.1,5.5,0.12,1.3,0.2,1.5,1.9
1996,27,SAS,San Antonio Spurs,Will Perdue,30,80,1396,13.7,0.54,0.0,0.38,14.5,23.8,19.3,3.5,1.0,3.8,18.2,15.2,0.7,2.7,3.4,0.12,-2.3,0.6,-1.7,0.1
1996,27,SAS,San Antonio Spurs,Doc Rivers,34,78,1235,9.6,0.49,0.47,0.22,2.8,9.4,6.2,14.1,3.0,1.2,15.2,13.7,0.2,2.0,2.2,0.09,-2.9,3.1,0.2,0.7
1996,27,SAS,San Antonio Spurs,Charles Smith,30,32,826,13.7,0.49,0.0,0.21,10.4,16.6,13.6,6.8,2.0,2.5,12.7,19.4,0.2,1.5,1.7,0.1,-2.5,0.6,-1.9,0.0
1996,27,SAS,San Antonio Spurs,J.R. Reid,27,32,643,8.6,0.51,0.01,0.53,6.3,14.7,10.7,3.2,2.0,1.1,19.5,17.6,-0.4,1.0,0.6,0.05,-5.3,0.8,-4.6,-0.4
1996,27,SAS,San Antonio Spurs,Cory Alexander,22,60,560,8.7,0.51,0.43,0.16,1.9,6.3,4.2,31.6,2.5,0.3,29.1,18.8,-0.5,0.7,0.2,0.02,-4.2,-0.1,-4.3,-0.3
1996,27,SAS,San Antonio Spurs,Carl Herrera,29,44,393,4.7,0.41,0.01,0.18,8.9,13.9,11.5,5.9,1.2,1.5,21.7,15.3,-0.7,0.5,-0.2,-0.02,-7.1,-0.1,-7.2,-0.5
1996,27,SAS,San Antonio Spurs,Greg Anderson,31,46,344,7.7,0.47,0.02,0.53,9.8,22.1,16.2,4.0,1.3,5.0,27.5,10.5,-0.3,0.7,0.4,0.06,-6.2,2.6,-3.5,-0.1
1996,27,SAS,San Antonio Spurs,Brad Lohaus,31,32,273,11.0,0.55,0.68,0.03,2.1,11.0,6.7,9.5,0.4,1.8,8.5,17.5,0.3,0.3,0.5,0.1,0.0,0.2,0.2,0.2
1996,27,SAS,San Antonio Spurs,Monty Williams,24,17,122,8.7,0.48,0.02,0.26,10.5,10.5,10.5,5.2,1.7,1.2,20.2,23.7,-0.2,0.2,0.0,-0.01,-6.3,-1.6,-7.8,-0.2
1996,27,SAS,San Antonio Spurs,Dell Demps,25,16,87,17.1,0.66,0.06,0.52,2.7,8.6,5.8,15.9,1.8,0.8,22.9,27.1,0.1,0.1,0.2,0.1,-2.0,0.2,-1.8,0.0
