PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Scottie Pippen,29.0,79.0,3014.0,0.48,0.523,0.345,0.522,0.716,0.5589999999999999,0.33299999999999996,0.239,103.0,106.0,96.0,104.0,97.0,103.0,100.0,127.0,57.4,48.7
Toni Kukoč,26.0,81.0,2584.0,0.504,0.5529999999999999,0.313,0.536,0.748,0.575,0.325,0.205,108.0,113.0,87.0,107.0,102.0,106.0,98.0,109.0,69.3,71.1
B.J. Armstrong,27.0,82.0,2577.0,0.46799999999999997,0.484,0.42700000000000005,0.528,0.884,0.5770000000000001,0.261,0.28300000000000003,100.0,98.0,119.0,106.0,120.0,106.0,78.0,151.0,50.3,68.1
Steve Kerr,29.0,82.0,1839.0,0.527,0.529,0.523,0.617,0.778,0.635,0.16399999999999998,0.34299999999999997,113.0,108.0,146.0,123.0,106.0,117.0,49.0,183.0,116.2,97.9
Will Perdue,29.0,78.0,1592.0,0.5529999999999999,0.555,0.0,0.5529999999999999,0.583,0.57,0.423,0.002,119.0,113.0,,111.0,79.0,105.0,127.0,1.0,49.2,30.0
Ron Harper,31.0,77.0,1536.0,0.426,0.467,0.282,0.457,0.618,0.483,0.267,0.22399999999999998,91.0,95.0,79.0,91.0,84.0,89.0,80.0,119.0,-41.8,-65.7
Michael Jordan,31.0,17.0,668.0,0.41100000000000003,0.40299999999999997,0.5,0.431,0.8009999999999999,0.493,0.337,0.079,88.0,82.0,139.0,86.0,109.0,91.0,101.0,42.0,-55.9,-46.6
Bill Wennington,31.0,73.0,956.0,0.49200000000000005,0.498,0.0,0.49200000000000005,0.809,0.526,0.19899999999999998,0.013000000000000001,106.0,102.0,,98.0,110.0,97.0,60.0,7.0,-4.9,-11.3
Luc Longley,26.0,55.0,1001.0,0.447,0.45,0.0,0.447,0.8220000000000001,0.513,0.354,0.006999999999999999,96.0,92.0,,89.0,112.0,94.0,107.0,4.0,-31.9,-21.0
Pete Myers,31.0,71.0,1270.0,0.415,0.44,0.256,0.43200000000000005,0.614,0.47200000000000003,0.397,0.136,89.0,90.0,72.0,86.0,83.0,87.0,120.0,72.0,-38.9,-48.1
Corie Blount,26.0,68.0,889.0,0.47600000000000003,0.48100000000000004,0.0,0.47600000000000003,0.5670000000000001,0.49700000000000005,0.319,0.009000000000000001,102.0,98.0,,95.0,77.0,92.0,96.0,5.0,-9.9,-22.0
Jud Buechler,26.0,57.0,605.0,0.49200000000000005,0.556,0.312,0.5329999999999999,0.564,0.542,0.213,0.262,106.0,113.0,87.0,107.0,77.0,100.0,64.0,140.0,12.1,-0.3
Dickey Simpkins,22.0,59.0,586.0,0.424,0.424,,0.424,0.6940000000000001,0.478,0.391,0.0,91.0,86.0,,85.0,94.0,88.0,118.0,,-27.9,-28.2
Greg Foster,26.0,17.0,299.0,0.47700000000000004,0.47700000000000004,,0.47700000000000004,0.71,0.522,0.36,0.0,102.0,97.0,,95.0,96.0,96.0,109.0,,-4.0,-4.2
Larry Krystkowiak,30.0,19.0,287.0,0.389,0.389,,0.389,0.9,0.48700000000000004,0.41700000000000004,0.0,83.0,79.0,,78.0,122.0,90.0,125.0,,-16.0,-9.5
Jo Jo English,24.0,8.0,127.0,0.385,0.444,0.25,0.423,0.769,0.48100000000000004,0.33299999999999996,0.308,83.0,91.0,70.0,85.0,104.0,89.0,100.0,164.0,-6.0,-5.6
Team,,,,0.47600000000000003,0.498,0.373,0.509,0.727,0.547,0.307,0.179,102.0,101.0,104.0,102.0,99.0,101.0,92.0,95.0,121.2,57.7
League Average,,,,0.466,0.491,0.359,0.5,0.737,0.5429999999999999,0.332,0.188,,,,,,,,,,
