PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Shaquille O'Neal,22.0,79.0,2923.0,0.583,0.585,0.0,0.583,0.5329999999999999,0.588,0.536,0.003,125.0,119.0,,117.0,72.0,108.0,161.0,2.0,266.5,176.4
Anfernee Hardaway,23.0,77.0,2901.0,0.512,0.5579999999999999,0.349,0.55,0.769,0.599,0.405,0.218,110.0,114.0,97.0,110.0,104.0,110.0,122.0,116.0,115.4,152.0
Nick Anderson,27.0,76.0,2588.0,0.47600000000000003,0.528,0.415,0.573,0.7040000000000001,0.593,0.22,0.467,102.0,108.0,116.0,115.0,96.0,109.0,66.0,249.0,134.3,100.9
Horace Grant,29.0,74.0,2693.0,0.5670000000000001,0.574,0.0,0.5670000000000001,0.6920000000000001,0.593,0.298,0.011000000000000001,122.0,117.0,,113.0,94.0,109.0,90.0,6.0,95.2,79.6
Dennis Scott,26.0,62.0,1499.0,0.439,0.45399999999999996,0.426,0.555,0.754,0.5770000000000001,0.177,0.546,94.0,92.0,119.0,111.0,102.0,106.0,53.0,291.0,71.2,47.3
Donald Royal,28.0,70.0,1841.0,0.475,0.479,0.0,0.475,0.746,0.561,0.6890000000000001,0.009000000000000001,102.0,98.0,,95.0,101.0,103.0,207.0,5.0,-21.9,21.0
Brian Shaw,28.0,78.0,1836.0,0.389,0.465,0.261,0.43700000000000006,0.737,0.469,0.192,0.37200000000000005,83.0,95.0,73.0,87.0,100.0,86.0,58.0,198.0,-61.8,-79.7
Anthony Bowie,31.0,77.0,1261.0,0.48,0.501,0.3,0.496,0.836,0.532,0.198,0.10800000000000001,103.0,102.0,84.0,99.0,113.0,98.0,60.0,58.0,-2.9,-8.5
Anthony Avent,25.0,71.0,1066.0,0.43,0.43,,0.43,0.64,0.466,0.307,0.0,92.0,88.0,,86.0,87.0,86.0,93.0,,-33.9,-42.7
Jeff Turner,32.0,49.0,576.0,0.41,0.447,0.36,0.486,0.897,0.522,0.163,0.42100000000000004,88.0,91.0,100.0,97.0,122.0,96.0,49.0,224.0,-4.9,-8.1
Brooks Thompson,24.0,38.0,246.0,0.395,0.48200000000000004,0.31,0.474,0.667,0.486,0.105,0.509,85.0,98.0,87.0,95.0,90.0,90.0,32.0,271.0,-6.0,-13.5
Tree Rollins,39.0,51.0,478.0,0.47600000000000003,0.47600000000000003,,0.47600000000000003,0.677,0.5479999999999999,0.738,0.0,102.0,97.0,,95.0,92.0,101.0,222.0,,-2.0,0.6
Darrell Armstrong,26.0,3.0,8.0,0.375,0.5,0.33299999999999996,0.5,1.0,0.563,0.25,0.75,80.0,102.0,93.0,100.0,136.0,104.0,75.0,399.0,0.0,0.4
Geert Hammink,25.0,1.0,7.0,0.33299999999999996,0.33299999999999996,,0.33299999999999996,1.0,0.515,0.667,0.0,72.0,68.0,,67.0,136.0,95.0,201.0,,-1.0,-0.2
Keith Tower,24.0,3.0,7.0,0.0,0.0,,0.0,0.5,0.174,1.0,0.0,,,,,68.0,32.0,301.0,,-2.0,-2.1
Team,,,,0.502,0.535,0.37,0.539,0.669,0.569,0.35700000000000004,0.205,108.0,109.0,103.0,108.0,91.0,105.0,108.0,109.0,546.3,423.2
League Average,,,,0.466,0.491,0.359,0.5,0.737,0.5429999999999999,0.332,0.188,,,,,,,,,,
