Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2012,13,LAC,Los Angeles Clippers,1,Chauncey Billups,SG,6-3,202,1976-09-25,US,14,Colorado
2012,13,LAC,Los Angeles Clippers,12,Eric Bledsoe,PG,6-1,214,1989-12-09,US,1,Kentucky
2012,13,LAC,Los Angeles Clippers,5,Caron Butler,SF,6-7,228,1980-03-13,US,9,UConn
2012,13,LAC,Los Angeles Clippers,34,Brian Cook,PF,6-9,234,1980-12-04,US,8,Illinois
2012,13,LAC,Los Angeles Clippers,30,Reggie Evans,PF,6-8,245,1980-05-18,US,9,Iowa
2012,13,LAC,Los Angeles Clippers,17,Courtney Fortson,PG,5-11,185,1988-05-23,US,R,Arkansas
2012,13,LAC,Los Angeles Clippers,4,Randy Foye,SG,6-4,213,1983-09-24,US,5,Villanova
2012,13,LAC,Los Angeles Clippers,15,Ryan Gomes,SF,6-7,250,1982-09-01,US,6,Providence
2012,13,LAC,Los Angeles Clippers,32,Blake Griffin,PF,6-9,250,1989-03-16,US,1,Oklahoma
2012,13,LAC,Los Angeles Clippers,21,Solomon Jones,PF,6-10,230,1984-07-16,US,5,South Florida
2012,13,LAC,Los Angeles Clippers,6,DeAndre Jordan,C,6-11,265,1988-07-21,US,3,Texas A&M
2012,13,LAC,Los Angeles Clippers,23,Travis Leslie,SG,6-4,205,1990-03-29,US,R,Georgia
2012,13,LAC,Los Angeles Clippers,2,Kenyon Martin,PF,6-9,234,1977-12-30,US,11,Cincinnati
2012,13,LAC,Los Angeles Clippers,3,Chris Paul,PG,6-1,175,1985-05-06,US,6,Wake Forest
2012,13,LAC,Los Angeles Clippers,21,Bobby Simmons,SF,6-7,210,1980-06-02,US,9,DePaul
2012,13,LAC,Los Angeles Clippers,33,Trey Thompkins,C,6-10,245,1990-05-20,US,R,Georgia
2012,13,LAC,Los Angeles Clippers,25,Mo Williams,SG,6-1,198,1982-12-19,US,8,Alabama
2012,13,LAC,Los Angeles Clippers,11,Nick Young,SG,6-7,210,1985-06-01,US,4,USC
