Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2012,30,58,WAS,Washington Wizards,21,Morris Almond,SG,6-6,225,"February 2, 1985",US,2,Rice University
2012,30,265,WAS,Washington Wizards,7,Andray Blatche,PF,6-11,235,"August 22, 1986",US,6,
2012,30,294,WAS,Washington Wizards,35,Trevor Booker,PF,6-8,228,"November 25, 1987",US,1,Clemson
2012,30,591,WAS,Washington Wizards,43,Brian Cook,PF,6-9,234,"December 4, 1980",US,8,Illinois
2012,30,627,WAS,Washington Wizards,15,Jordan Crawford,SG,6-4,195,"October 23, 1988",US,1,"Indiana, Xavier"
2012,30,878,WAS,Washington Wizards,6,Maurice Evans,SF,6-5,220,"November 8, 1978",US,8,"Wichita State, Texas"
2012,30,1286,WAS,Washington Wizards,42,Nene Hilario,C,6-11,250,"September 13, 1982",BR,9,
2012,30,1747,WAS,Washington Wizards,9,Rashard Lewis,SF,6-10,215,"August 8, 1979",US,13,
2012,30,1800,WAS,Washington Wizards,22,Shelvin Mack,PG,6-3,203,"April 22, 1990",US,R,Butler
2012,30,1850,WAS,Washington Wizards,20,Cartier Martin,SF,6-7,220,"November 20, 1984",US,3,Kansas State
2012,30,1867,WAS,Washington Wizards,8,Roger Mason,SG,6-5,200,"September 10, 1980",US,7,Virginia
2012,30,1930,WAS,Washington Wizards,34,JaVale McGee,C,7-0,270,"January 19, 1988",US,3,Nevada
2012,30,2101,WAS,Washington Wizards,55,Hamady N'Diaye,C,7-0,235,"January 12, 1987",SN,1,Rutgers University
2012,30,2596,WAS,Washington Wizards,13,Kevin Seraphin,C,6-9,285,"December 7, 1989",GF,1,
2012,30,2647,WAS,Washington Wizards,31,Chris Singleton,SF,6-8,230,"November 21, 1989",US,R,Florida State
2012,30,2648,WAS,Washington Wizards,3,James Singleton,PF,6-8,216,"July 20, 1981",US,4,Murray State
2012,30,2919,WAS,Washington Wizards,21,Ronny Turiaf,C,6-10,249,"January 13, 1983",MQ,6,Gonzaga
2012,30,2935,WAS,Washington Wizards,1,Edwin Ubiles,SF,6-6,204,"November 26, 1986",US,R,Siena College
2012,30,2967,WAS,Washington Wizards,24,Jan Vesely,PF,6-11,240,"April 24, 1990",CZ,R,
2012,30,3007,WAS,Washington Wizards,2,John Wall,PG,6-3,210,"September 6, 1990",US,1,Kentucky
2012,30,3259,WAS,Washington Wizards,1,Nick Young,SG,6-7,210,"June 1, 1985",US,4,USC
