Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,25,3057,POR,Portland Trail Blazers,Martell Webster,"December 4, 1986",19.0,NBA,SF,61.0,18.0,17.5,2.3,5.7,0.4,1.1,3.0,0.36,1.2,2.7,0.45,0.49,1.0,1.2,0.86,0.5,1.7,2.1,0.6,0.3,0.2,0.7,1.5,6.6
2007,25,3057,POR,Portland Trail Blazers,Martell Webster,"December 4, 1986",20.0,NBA,SF,82.0,27.0,21.5,2.4,6.0,0.4,1.1,3.0,0.36,1.3,3.0,0.43,0.49,1.1,1.6,0.7,0.5,2.4,2.9,0.6,0.4,0.2,0.9,1.5,7.0
2008,25,3057,POR,Portland Trail Blazers,Martell Webster,"December 4, 1986",21.0,NBA,SF,75.0,70.0,28.4,3.7,8.7,0.42,1.6,4.2,0.39,2.1,4.5,0.45,0.52,1.6,2.2,0.74,0.7,3.2,3.9,1.2,0.6,0.4,1.1,2.1,10.7
2009,25,3057,POR,Portland Trail Blazers,Martell Webster,"December 4, 1986",22.0,NBA,SF,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,25,3057,POR,Portland Trail Blazers,Martell Webster,"December 4, 1986",23.0,NBA,SF,82.0,49.0,24.5,3.2,7.8,0.4,1.5,4.0,0.37,1.6,3.7,0.44,0.5,1.5,1.9,0.81,0.6,2.7,3.3,0.8,0.5,0.5,0.7,1.9,9.4
2011,18,3057,MIN,Minnesota Timberwolves,Martell Webster,"December 4, 1986",24.0,NBA,SF,46.0,1.0,23.8,3.3,7.4,0.45,1.2,2.9,0.42,2.1,4.5,0.47,0.53,2.0,2.7,0.77,0.8,2.4,3.2,1.2,0.6,0.2,1.3,2.2,9.8
2012,18,3057,MIN,Minnesota Timberwolves,Martell Webster,"December 4, 1986",25.0,NBA,SF,47.0,26.0,24.3,2.4,5.8,0.42,0.8,2.3,0.34,1.7,3.5,0.48,0.49,1.2,1.5,0.79,0.9,2.7,3.6,0.9,0.7,0.4,1.0,1.8,6.9
2013,30,3057,WAS,Washington Wizards,Martell Webster,"December 4, 1986",26.0,NBA,SF,76.0,62.0,28.9,3.7,8.4,0.44,1.8,4.3,0.42,1.9,4.0,0.46,0.55,2.2,2.6,0.85,0.7,3.2,3.9,1.9,0.6,0.2,1.2,2.2,11.4
2014,30,3057,WAS,Washington Wizards,Martell Webster,"December 4, 1986",27.0,NBA,SF,78.0,13.0,27.7,3.3,7.5,0.43,1.9,4.8,0.39,1.4,2.8,0.5,0.56,1.3,1.6,0.84,0.5,2.4,2.8,1.2,0.5,0.2,0.7,1.9,9.7
2015,30,3057,WAS,Washington Wizards,Martell Webster,"December 4, 1986",28.0,NBA,SF,32.0,0.0,11.0,0.8,2.8,0.26,0.3,1.3,0.23,0.4,1.5,0.29,0.32,1.5,2.0,0.75,0.3,1.1,1.4,0.5,0.2,0.0,0.7,0.8,3.3
