Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1982,9,2918,DET,Detroit Pistons,Kelly Tripucka,1959-02-16,22.0,NBA,SF,82.0,82.0,3077.0,636.0,1281.0,0.5,5.0,22.0,0.23,631.0,1259.0,0.5,0.5,495.0,621.0,0.8,219.0,224.0,443.0,270.0,89.0,16.0,280.0,241.0,1772.0
1983,9,2918,DET,Detroit Pistons,Kelly Tripucka,1959-02-16,23.0,NBA,SF,58.0,58.0,2252.0,565.0,1156.0,0.49,14.0,37.0,0.38,551.0,1119.0,0.49,0.5,392.0,464.0,0.84,126.0,138.0,264.0,237.0,67.0,20.0,187.0,157.0,1536.0
1984,9,2918,DET,Detroit Pistons,Kelly Tripucka,1959-02-16,24.0,NBA,SF,76.0,75.0,2493.0,595.0,1296.0,0.46,2.0,17.0,0.12,593.0,1279.0,0.46,0.46,426.0,523.0,0.82,119.0,187.0,306.0,228.0,65.0,17.0,190.0,190.0,1618.0
1985,9,2918,DET,Detroit Pistons,Kelly Tripucka,1959-02-16,25.0,NBA,SF,55.0,43.0,1675.0,396.0,831.0,0.48,2.0,5.0,0.4,394.0,826.0,0.48,0.48,255.0,288.0,0.88,66.0,152.0,218.0,135.0,49.0,14.0,118.0,118.0,1049.0
1986,9,2918,DET,Detroit Pistons,Kelly Tripucka,1959-02-16,26.0,NBA,SF,81.0,81.0,2626.0,615.0,1236.0,0.5,12.0,25.0,0.48,603.0,1211.0,0.5,0.5,380.0,444.0,0.86,116.0,232.0,348.0,265.0,93.0,10.0,183.0,167.0,1622.0
1987,29,2918,UTA,Utah Jazz,Kelly Tripucka,1959-02-16,27.0,NBA,SF,79.0,76.0,1865.0,291.0,621.0,0.47,19.0,52.0,0.36,272.0,569.0,0.48,0.48,197.0,226.0,0.87,54.0,188.0,242.0,243.0,85.0,11.0,167.0,147.0,798.0
1988,29,2918,UTA,Utah Jazz,Kelly Tripucka,1959-02-16,28.0,NBA,SF,49.0,21.0,976.0,139.0,303.0,0.46,31.0,74.0,0.42,108.0,229.0,0.47,0.51,59.0,68.0,0.87,30.0,87.0,117.0,105.0,34.0,4.0,68.0,68.0,368.0
1989,4,2918,CHO,Charlotte Hornets,Kelly Tripucka,1959-02-16,29.0,NBA,SF,71.0,65.0,2302.0,568.0,1215.0,0.47,30.0,84.0,0.36,538.0,1131.0,0.48,0.48,440.0,508.0,0.87,79.0,188.0,267.0,224.0,88.0,16.0,236.0,196.0,1606.0
1990,4,2918,CHO,Charlotte Hornets,Kelly Tripucka,1959-02-16,30.0,NBA,SF,79.0,73.0,2404.0,442.0,1029.0,0.43,38.0,104.0,0.36,404.0,925.0,0.44,0.45,310.0,351.0,0.88,82.0,240.0,322.0,224.0,75.0,16.0,176.0,220.0,1232.0
1991,4,2918,CHO,Charlotte Hornets,Kelly Tripucka,1959-02-16,31.0,NBA,SF,77.0,1.0,1289.0,187.0,412.0,0.45,15.0,45.0,0.33,172.0,367.0,0.47,0.47,152.0,167.0,0.91,46.0,130.0,176.0,159.0,33.0,13.0,92.0,130.0,541.0
