Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1981,27,2043,SAS,San Antonio Spurs,Johnny Moore,1958-03-03,22.0,NBA,PG,82.0,,1578.0,249.0,520.0,0.48,1.0,19.0,0.05,248.0,501.0,0.5,0.48,105.0,172.0,0.61,58.0,138.0,196.0,373.0,120.0,22.0,154.0,178.0,604.0,0.0
1982,27,2043,SAS,San Antonio Spurs,Johnny Moore,1958-03-03,23.0,NBA,PG,79.0,78.0,2294.0,309.0,667.0,0.46,1.0,21.0,0.05,308.0,646.0,0.48,0.46,122.0,182.0,0.67,62.0,213.0,275.0,762.0,163.0,12.0,175.0,254.0,741.0,1.0
1983,27,2043,SAS,San Antonio Spurs,Johnny Moore,1958-03-03,24.0,NBA,PG,77.0,73.0,2552.0,394.0,841.0,0.47,5.0,22.0,0.23,389.0,819.0,0.48,0.47,148.0,199.0,0.74,65.0,212.0,277.0,753.0,194.0,32.0,226.0,247.0,941.0,0.0
1984,27,2043,SAS,San Antonio Spurs,Johnny Moore,1958-03-03,25.0,NBA,PG,59.0,42.0,1650.0,231.0,518.0,0.45,28.0,87.0,0.32,203.0,431.0,0.47,0.47,105.0,139.0,0.76,37.0,141.0,178.0,566.0,123.0,20.0,143.0,168.0,595.0,0.0
1985,27,2043,SAS,San Antonio Spurs,Johnny Moore,1958-03-03,26.0,NBA,PG,82.0,82.0,2689.0,416.0,910.0,0.46,25.0,89.0,0.28,391.0,821.0,0.48,0.47,189.0,248.0,0.76,94.0,284.0,378.0,816.0,229.0,18.0,236.0,247.0,1046.0,5.0
1986,27,2043,SAS,San Antonio Spurs,Johnny Moore,1958-03-03,27.0,NBA,PG,28.0,23.0,856.0,150.0,303.0,0.5,4.0,22.0,0.18,146.0,281.0,0.52,0.5,59.0,86.0,0.69,25.0,61.0,86.0,252.0,70.0,6.0,81.0,78.0,363.0,0.0
1987,27,2043,SAS,San Antonio Spurs,Johnny Moore,1958-03-03,28.0,NBA,PG,55.0,27.0,1234.0,198.0,448.0,0.44,22.0,79.0,0.28,176.0,369.0,0.48,0.47,56.0,70.0,0.8,32.0,68.0,100.0,250.0,83.0,3.0,102.0,97.0,474.0,0.0
1988,31,2043,TOT,Total After Trade,Johnny Moore,1958-03-03,29.0,NBA,PG,5.0,0.0,61.0,4.0,10.0,0.4,0.0,1.0,0.0,4.0,9.0,0.44,0.4,0.0,0.0,,2.0,4.0,6.0,12.0,3.0,0.0,7.0,1.0,8.0,0.0
1988,27,2043,SAS,San Antonio Spurs,Johnny Moore,1958-03-03,29.0,NBA,PG,4.0,0.0,51.0,4.0,9.0,0.44,0.0,1.0,0.0,4.0,8.0,0.5,0.44,0.0,0.0,,1.0,3.0,4.0,11.0,3.0,0.0,4.0,1.0,8.0,0.0
1988,3,2043,NJN,New Jersey Nets,Johnny Moore,1958-03-03,29.0,NBA,PG,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
1990,27,2043,SAS,San Antonio Spurs,Johnny Moore,1958-03-03,31.0,NBA,PG,53.0,8.0,516.0,47.0,126.0,0.37,8.0,34.0,0.24,39.0,92.0,0.42,0.4,16.0,27.0,0.59,16.0,36.0,52.0,82.0,32.0,3.0,39.0,55.0,118.0,0.0
