SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,29,UTA,Karl Malone,39,5,5,191,34,84,0.4,0,1,0.0,34,83,0.41,0.4,30,41,0.73,7,27,34,20,8,2,20,15,98
2003,29,UTA,Matt Harpring,26,5,5,156,30,62,0.48,1,7,0.14,29,55,0.53,0.49,13,16,0.81,9,18,27,5,5,1,8,23,74
2003,29,UTA,Greg Ostertag,29,5,5,151,16,36,0.44,0,0,,16,36,0.44,0.44,14,19,0.74,19,24,43,8,3,9,8,17,46
2003,29,UTA,John Stockton,40,5,5,149,18,39,0.46,0,1,0.0,18,38,0.47,0.46,20,20,1.0,5,11,16,26,8,1,14,13,56
2003,29,UTA,Andrei Kirilenko,21,5,0,145,18,43,0.42,1,7,0.14,17,36,0.47,0.43,21,24,0.88,8,16,24,7,3,10,6,6,58
2003,29,UTA,Calbert Cheaney,31,5,5,122,10,27,0.37,0,0,,10,27,0.37,0.37,2,4,0.5,3,4,7,8,2,1,7,15,22
2003,29,UTA,Mark Jackson,37,5,0,83,15,30,0.5,5,9,0.56,10,21,0.48,0.58,1,1,1.0,2,3,5,16,3,0,4,11,36
2003,29,UTA,Tony Massenburg,35,5,0,70,10,21,0.48,0,0,,10,21,0.48,0.48,5,9,0.56,7,14,21,2,0,4,5,9,25
2003,29,UTA,Scott Padgett,26,4,0,53,8,19,0.42,2,7,0.29,6,12,0.5,0.47,1,2,0.5,6,3,9,4,3,0,5,6,19
2003,29,UTA,DeShawn Stevenson,21,4,0,37,6,15,0.4,0,2,0.0,6,13,0.46,0.4,6,6,1.0,2,5,7,4,1,0,0,3,18
2003,29,UTA,Carlos Arroyo,23,3,0,27,3,9,0.33,0,0,,3,9,0.33,0.33,3,4,0.75,2,0,2,5,0,0,0,2,9
2003,29,UTA,John Amaechi,32,2,0,16,1,4,0.25,0,0,,1,4,0.25,0.25,2,4,0.5,0,1,1,0,0,0,0,4,4
