Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,29.0,1714,UTA,Utah Jazz,Eric Leckner,"May 27, 1966",22.0,NBA,C,75,0,10.4,1.6,2.9,0.545,0.0,0.0,,1.6,2.9,0.545,0.545,1.1,1.5,0.699,0.6,2.0,2.7,0.2,0.1,0.3,0.9,2.3,4.3
1990,29.0,1714,UTA,Utah Jazz,Eric Leckner,"May 27, 1966",23.0,NBA,C,77,0,9.9,1.6,2.9,0.563,0.0,0.0,,1.6,2.9,0.563,0.563,1.1,1.4,0.743,0.6,1.9,2.5,0.2,0.2,0.3,0.8,2.0,4.3
1991,31.0,1714,TOT,Total After Trade,Eric Leckner,"May 27, 1966",24.0,NBA,C,72,2,15.6,1.8,4.1,0.446,0.0,0.0,,1.8,4.1,0.446,0.446,0.9,1.5,0.559,1.1,3.0,4.1,0.5,0.2,0.3,1.0,2.7,4.5
1991,26.0,1714,SAC,Sacramento Kings,Eric Leckner,"May 27, 1966",24.0,NBA,C,32,0,11.8,1.2,3.0,0.406,0.0,0.0,,1.2,3.0,0.406,0.406,0.5,0.8,0.593,0.8,1.9,2.7,0.6,0.1,0.3,0.8,2.2,2.9
1991,4.0,1714,CHO,Charlotte Hornets,Eric Leckner,"May 27, 1966",24.0,NBA,C,40,2,18.6,2.3,5.0,0.465,0.0,0.0,,2.3,5.0,0.465,0.465,1.2,2.1,0.548,1.4,3.8,5.2,0.5,0.3,0.3,1.1,3.1,5.8
1992,4.0,1714,CHO,Charlotte Hornets,Eric Leckner,"May 27, 1966",25.0,NBA,C,59,2,12.1,1.3,2.6,0.513,0.0,0.0,0.0,1.3,2.6,0.516,0.513,0.6,0.9,0.745,0.8,2.7,3.5,0.5,0.2,0.3,0.7,1.9,3.3
1994,23.0,1714,PHI,Philadelphia 76Ers,Eric Leckner,"May 27, 1966",27.0,NBA,C,71,36,16.4,2.0,4.0,0.486,0.0,0.0,0.0,2.0,4.0,0.489,0.486,1.2,1.8,0.646,1.1,2.9,4.0,1.2,0.3,0.5,1.2,2.7,5.1
1995,9.0,1714,DET,Detroit Pistons,Eric Leckner,"May 27, 1966",28.0,NBA,C,57,11,10.9,1.5,2.9,0.527,0.0,0.0,0.0,1.5,2.9,0.534,0.527,0.9,1.3,0.708,0.8,2.2,3.1,0.2,0.3,0.3,0.7,2.1,3.9
1996,9.0,1714,DET,Detroit Pistons,Eric Leckner,"May 27, 1966",29.0,NBA,C,18,8,8.6,1.0,1.6,0.621,0.0,0.0,,1.0,1.6,0.621,0.621,0.4,0.7,0.615,0.4,1.4,1.9,0.1,0.1,0.2,0.6,1.7,2.4
1997,31.0,1714,TOT,Total After Trade,Eric Leckner,"May 27, 1966",30.0,NBA,C,20,1,6.3,0.7,1.7,0.424,0.0,0.0,,0.7,1.7,0.424,0.424,0.3,0.6,0.5,0.3,1.6,1.8,0.3,0.2,0.1,0.5,1.8,1.7
1997,4.0,1714,CHO,Charlotte Hornets,Eric Leckner,"May 27, 1966",30.0,NBA,C,1,0,11.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0
1997,15.0,1714,VAN,Vancouver Grizzlies,Eric Leckner,"May 27, 1966",30.0,NBA,C,19,1,6.1,0.7,1.6,0.467,0.0,0.0,,0.7,1.6,0.467,0.467,0.3,0.6,0.5,0.3,1.6,1.8,0.2,0.2,0.1,0.5,1.7,1.8
