Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2004,30,260,WAS,Washington Wizards,23.0,NBA,PG,75.0,14.0,1392.0,157.0,407.0,0.39,75.0,202.0,0.37,82.0,205.0,0.4,0.48,55.0,67.0,0.82,18.0,99.0,117.0,209.0,57.0,7.0,128.0,100.0,444.0,,0.0
2005,30,260,WAS,Washington Wizards,24.0,NBA,PG,44.0,1.0,648.0,61.0,186.0,0.33,36.0,93.0,0.39,25.0,93.0,0.27,0.42,33.0,41.0,0.8,18.0,53.0,71.0,69.0,13.0,0.0,39.0,47.0,191.0,,0.0
2006,25,260,POR,Portland Trail Blazers,25.0,NBA,PG,68.0,57.0,1781.0,206.0,470.0,0.44,76.0,184.0,0.41,130.0,286.0,0.46,0.52,72.0,91.0,0.79,26.0,120.0,146.0,306.0,42.0,5.0,83.0,107.0,560.0,,0.0
2007,31,260,TOT,Total After Trade,26.0,NBA,PG,82.0,42.0,2225.0,209.0,509.0,0.41,67.0,208.0,0.32,142.0,301.0,0.47,0.48,43.0,64.0,0.67,21.0,148.0,169.0,408.0,61.0,8.0,129.0,121.0,528.0,,0.0
2007,17,260,MIL,Milwaukee Bucks,26.0,NBA,PG,33.0,2.0,583.0,45.0,129.0,0.35,19.0,68.0,0.28,26.0,61.0,0.43,0.42,11.0,20.0,0.55,7.0,38.0,45.0,84.0,10.0,3.0,28.0,49.0,120.0,,0.0
2007,8,260,DEN,Denver Nuggets,26.0,NBA,PG,49.0,40.0,1642.0,164.0,380.0,0.43,48.0,140.0,0.34,116.0,240.0,0.48,0.5,32.0,44.0,0.73,14.0,110.0,124.0,324.0,51.0,5.0,101.0,72.0,408.0,,0.0
2008,25,260,POR,Portland Trail Blazers,27.0,NBA,PG,81.0,78.0,2424.0,261.0,640.0,0.41,121.0,298.0,0.41,140.0,342.0,0.41,0.5,49.0,64.0,0.77,31.0,164.0,195.0,413.0,55.0,4.0,113.0,133.0,692.0,,0.0
2009,25,260,POR,Portland Trail Blazers,28.0,NBA,PG,69.0,69.0,2188.0,277.0,647.0,0.43,140.0,328.0,0.43,137.0,319.0,0.43,0.54,63.0,75.0,0.84,28.0,145.0,173.0,348.0,69.0,4.0,108.0,126.0,757.0,,0.0
2010,31,260,TOT,Total After Trade,29.0,NBA,PG,80.0,38.0,2159.0,217.0,522.0,0.42,116.0,294.0,0.4,101.0,228.0,0.44,0.53,36.0,48.0,0.75,21.0,166.0,187.0,380.0,58.0,6.0,128.0,123.0,586.0,,1.0
2010,25,260,POR,Portland Trail Blazers,29.0,NBA,PG,51.0,28.0,1397.0,143.0,355.0,0.4,78.0,207.0,0.38,65.0,148.0,0.44,0.51,24.0,32.0,0.75,15.0,103.0,118.0,203.0,37.0,2.0,65.0,84.0,388.0,,0.0
2010,13,260,LAC,Los Angeles Clippers,29.0,NBA,PG,29.0,10.0,762.0,74.0,167.0,0.44,38.0,87.0,0.44,36.0,80.0,0.45,0.56,12.0,16.0,0.75,6.0,63.0,69.0,177.0,21.0,4.0,63.0,39.0,198.0,,1.0
2011,14,260,LAL,Los Angeles Lakers,30.0,NBA,PG,79.0,0.0,1581.0,110.0,306.0,0.36,73.0,193.0,0.38,37.0,113.0,0.33,0.48,26.0,30.0,0.87,19.0,137.0,156.0,170.0,40.0,3.0,73.0,99.0,319.0,,0.0
2012,14,260,LAL,Los Angeles Lakers,31.0,NBA,PG,53.0,5.0,1237.0,101.0,268.0,0.38,53.0,158.0,0.34,48.0,110.0,0.44,0.48,21.0,27.0,0.78,9.0,76.0,85.0,175.0,39.0,2.0,72.0,75.0,276.0,,0.0
2013,14,260,LAL,Los Angeles Lakers,32.0,NBA,PG,45.0,13.0,1175.0,114.0,270.0,0.42,72.0,171.0,0.42,42.0,99.0,0.42,0.56,27.0,35.0,0.77,21.0,111.0,132.0,173.0,34.0,6.0,62.0,83.0,327.0,,0.0
2014,31,260,TOT,Total After Trade,33.0,NBA,PG,55.0,28.0,1498.0,133.0,353.0,0.38,79.0,210.0,0.38,54.0,143.0,0.38,0.49,33.0,43.0,0.77,13.0,146.0,159.0,307.0,54.0,8.0,102.0,85.0,378.0,,1.0
2014,14,260,LAL,Los Angeles Lakers,33.0,NBA,PG,27.0,27.0,891.0,88.0,233.0,0.38,52.0,131.0,0.4,36.0,102.0,0.35,0.49,28.0,35.0,0.8,8.0,95.0,103.0,205.0,34.0,2.0,71.0,49.0,256.0,,1.0
2014,10,260,GSW,Golden State Warriors,33.0,NBA,PG,28.0,1.0,607.0,45.0,120.0,0.38,27.0,79.0,0.34,18.0,41.0,0.44,0.49,5.0,8.0,0.62,5.0,51.0,56.0,102.0,20.0,6.0,31.0,36.0,122.0,,0.0
2015,25,260,POR,Portland Trail Blazers,34.0,NBA,PG,81.0,0.0,1529.0,122.0,327.0,0.37,77.0,219.0,0.35,45.0,108.0,0.42,0.49,29.0,41.0,0.71,16.0,121.0,137.0,288.0,41.0,5.0,104.0,118.0,350.0,,0.0
2016,9,260,DET,Detroit Pistons,35.0,NBA,PG,58.0,2.0,986.0,93.0,240.0,0.39,52.0,151.0,0.34,41.0,89.0,0.46,0.5,16.0,20.0,0.8,9.0,80.0,89.0,200.0,24.0,5.0,81.0,70.0,254.0,,0.0
