PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CJ McCollum,24,11,11,442,6.8,16.0,0.426,1.6,4.7,0.345,5.2,11.3,0.46,3.0,3.7,0.804,0.6,2.7,3.3,2.9,0.8,0.4,1.6,2.4,18.3
Damian Lillard,25,11,11,437,7.3,19.9,0.368,3.5,8.8,0.39299999999999996,3.9,11.1,0.348,5.8,6.4,0.91,1.0,2.9,3.9,5.7,1.2,0.2,2.7,1.9,24.0
Al-Farouq Aminu,25,11,11,372,5.4,12.4,0.43799999999999994,2.7,6.8,0.4,2.7,5.6,0.483,2.0,2.8,0.7240000000000001,2.2,7.0,9.2,1.9,0.8,1.0,2.0,3.0,15.6
Mason Plumlee,25,11,11,306,3.3,8.2,0.4,0.0,0.0,,3.3,8.2,0.4,2.5,3.9,0.636,4.4,10.9,15.3,6.2,0.8,1.3,2.9,4.9,9.1
Allen Crabbe,23,11,0,302,4.5,8.7,0.521,1.8,4.2,0.429,2.7,4.5,0.605,1.7,2.3,0.737,0.6,3.2,3.8,1.8,0.8,0.1,0.7,2.7,12.5
Maurice Harkless,22,11,11,272,6.2,14.6,0.42700000000000005,2.0,5.8,0.341,4.2,8.7,0.485,1.6,3.3,0.48,2.9,4.5,7.4,0.9,1.3,0.4,1.5,5.0,16.0
Gerald Henderson,28,11,0,234,4.6,12.6,0.366,1.1,2.9,0.368,3.5,9.7,0.365,1.4,1.8,0.75,0.9,4.5,5.4,2.6,0.9,0.5,0.8,3.2,11.7
Ed Davis,26,11,0,205,3.7,7.0,0.525,0.0,0.4,0.0,3.7,6.7,0.5529999999999999,3.3,5.8,0.5760000000000001,4.6,8.6,13.2,2.5,0.4,1.2,1.8,5.8,10.7
Brian Roberts,30,10,0,36,2.0,9.0,0.222,0.0,4.0,0.0,2.0,5.0,0.4,4.0,6.0,0.667,1.0,0.0,1.0,3.0,0.0,0.0,1.0,5.0,8.0
Chris Kaman,33,4,0,32,7.9,20.3,0.389,0.0,0.0,,7.9,20.3,0.389,0.0,0.0,,2.3,6.8,9.0,1.1,2.3,0.0,6.8,11.3,15.8
Noah Vonleh,20,6,0,12,0.0,9.0,0.0,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,,3.0,9.0,12.0,6.0,6.0,0.0,0.0,3.0,0.0
Pat Connaughton,23,6,0,8,13.5,22.5,0.6,9.0,13.5,0.667,4.5,9.0,0.5,0.0,0.0,,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,36.0
Luis Montero,22,6,0,8,13.5,13.5,1.0,9.0,9.0,1.0,4.5,4.5,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,36.0
