Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2021,6,2752,CLE,Cleveland Cavaliers,Lamar Stevens,"July 9, 1997",23.0,NBA,PF,19,0,14.6,1.7,4.3,0.4,0.1,0.8,0.13,1.6,3.5,0.46,0.41,0.9,1.4,0.67,0.4,2.2,2.6,1.0,0.4,0.3,0.5,1.2,4.4
