Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010,22,ORL,Orlando Magic,Dwight Howard,24,82,82,2843,6.5,10.6,0.61,0.0,0.1,0.0,6.5,10.5,0.62,6.1,10.3,0.59,3.6,10.1,13.7,1.8,0.9,2.9,3.5,3.6,19.0
2010,22,ORL,Orlando Magic,Rashard Lewis,30,72,72,2369,5.3,12.2,0.44,2.6,6.4,0.4,2.8,5.8,0.48,2.2,2.7,0.81,0.9,3.9,4.8,1.6,1.2,0.4,1.6,2.7,15.4
2010,22,ORL,Orlando Magic,Vince Carter,33,75,74,2310,6.8,15.8,0.43,1.9,5.0,0.37,4.9,10.8,0.46,4.0,4.8,0.84,0.5,4.1,4.6,3.7,0.8,0.3,1.7,2.9,19.4
2010,22,ORL,Orlando Magic,Matt Barnes,29,81,58,2097,4.7,9.6,0.49,1.1,3.6,0.32,3.5,6.0,0.59,1.9,2.5,0.74,1.8,5.8,7.6,2.3,1.0,0.5,1.9,3.2,12.3
2010,22,ORL,Orlando Magic,Jameer Nelson,27,65,64,1860,6.1,13.7,0.45,1.7,4.4,0.38,4.5,9.3,0.48,1.9,2.2,0.84,0.5,3.3,3.8,6.8,0.9,0.0,2.7,2.8,15.8
2010,22,ORL,Orlando Magic,J.J. Redick,25,82,9,1808,4.8,11.0,0.44,2.2,5.5,0.4,2.6,5.6,0.47,3.8,4.4,0.86,0.3,2.7,3.1,3.1,0.6,0.1,1.3,2.3,15.7
2010,22,ORL,Orlando Magic,Jason Williams,34,82,18,1703,4.0,9.0,0.44,1.8,4.7,0.38,2.2,4.3,0.51,0.7,0.9,0.76,0.1,2.5,2.7,6.3,1.1,0.1,1.8,1.4,10.4
2010,22,ORL,Orlando Magic,Mickael Pietrus,27,75,24,1687,5.0,11.5,0.43,2.5,6.5,0.38,2.5,5.0,0.5,1.5,2.3,0.63,0.8,3.8,4.6,1.0,1.1,0.7,1.5,2.9,13.9
2010,22,ORL,Orlando Magic,Marcin Gortat,25,81,0,1088,4.0,7.5,0.53,0.0,0.1,0.0,4.0,7.4,0.54,1.7,2.5,0.68,3.4,7.8,11.3,0.6,0.6,2.3,1.5,4.6,9.7
2010,22,ORL,Orlando Magic,Ryan Anderson,21,63,6,911,6.7,15.3,0.44,3.1,8.3,0.37,3.6,7.0,0.51,2.8,3.2,0.87,2.8,5.2,8.0,1.5,1.0,0.6,2.2,3.2,19.2
2010,22,ORL,Orlando Magic,Brandon Bass,24,50,3,648,6.6,12.9,0.51,0.0,0.0,,6.6,12.9,0.51,2.9,3.5,0.82,3.0,4.1,7.1,1.1,0.7,1.5,1.7,3.8,16.1
2010,22,ORL,Orlando Magic,Anthony Johnson,35,31,0,406,4.3,9.8,0.44,1.2,3.5,0.33,3.2,6.4,0.5,1.7,1.8,0.95,0.7,3.5,4.3,5.6,1.0,0.1,2.3,2.8,11.5
