Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010,6,CLE,Cleveland Cavaliers,LeBron James,25,76,76,2966,9.3,18.5,0.5,1.6,4.7,0.33,7.8,13.8,0.56,7.2,9.4,0.77,0.9,5.9,6.7,7.9,1.5,0.9,3.2,1.4,27.4
2010,6,CLE,Cleveland Cavaliers,Mo Williams,27,69,68,2359,5.8,13.0,0.44,2.4,5.7,0.43,3.3,7.4,0.45,2.7,3.0,0.89,0.4,2.7,3.1,5.6,1.1,0.3,2.6,2.6,16.7
2010,6,CLE,Cleveland Cavaliers,Anthony Parker,34,81,81,2289,3.2,7.5,0.43,1.7,4.1,0.41,1.5,3.4,0.46,1.2,1.5,0.79,0.5,3.2,3.6,2.5,1.0,0.3,1.1,2.4,9.4
2010,6,CLE,Cleveland Cavaliers,Anderson Varejao,27,76,7,2166,4.4,7.8,0.57,0.0,0.1,0.2,4.4,7.7,0.58,1.9,2.9,0.66,3.1,6.5,9.6,1.4,1.2,1.1,1.1,3.7,10.8
2010,6,CLE,Cleveland Cavaliers,J.J. Hickson,21,81,73,1691,6.2,11.1,0.55,0.0,0.0,0.0,6.2,11.1,0.56,2.4,3.5,0.68,2.3,6.2,8.5,0.9,0.8,0.8,2.0,2.8,14.7
2010,6,CLE,Cleveland Cavaliers,Delonte West,26,60,3,1500,4.7,10.5,0.44,0.6,1.8,0.32,4.1,8.6,0.47,2.8,3.4,0.81,0.7,3.4,4.1,4.7,1.3,0.7,2.2,2.1,12.7
2010,6,CLE,Cleveland Cavaliers,Zydrunas Ilgauskas,34,64,6,1339,5.2,11.8,0.44,0.3,0.6,0.48,4.9,11.2,0.44,2.0,2.7,0.74,3.1,6.2,9.3,1.3,0.4,1.3,1.7,4.9,12.7
2010,6,CLE,Cleveland Cavaliers,Shaquille O'Neal,37,53,53,1240,7.6,13.4,0.57,0.0,0.0,0.0,7.6,13.4,0.57,3.3,6.6,0.5,2.7,7.6,10.3,2.3,0.4,1.8,3.0,4.9,18.5
2010,6,CLE,Cleveland Cavaliers,Daniel Gibson,23,56,10,1068,4.2,9.0,0.47,2.4,5.0,0.48,1.8,4.0,0.45,1.1,1.7,0.69,0.4,2.0,2.5,2.4,0.8,0.2,1.2,2.7,12.0
2010,6,CLE,Cleveland Cavaliers,Jamario Moon,29,61,2,1052,3.9,8.5,0.46,1.1,3.4,0.32,2.8,5.0,0.56,1.2,1.5,0.8,0.9,5.6,6.5,1.7,1.2,1.0,0.8,2.4,10.1
2010,6,CLE,Cleveland Cavaliers,Antawn Jamison,33,25,23,811,7.2,14.9,0.48,1.2,3.5,0.34,6.0,11.4,0.53,1.9,3.7,0.51,1.6,6.9,8.6,1.4,1.2,0.5,1.3,3.0,17.5
2010,6,CLE,Cleveland Cavaliers,Jawad Williams,26,54,6,742,3.9,10.0,0.39,1.5,4.5,0.32,2.5,5.5,0.45,1.6,2.2,0.71,0.8,3.3,4.0,1.6,0.6,0.2,0.9,3.5,10.9
2010,6,CLE,Cleveland Cavaliers,Leon Powe,26,20,2,236,3.2,7.5,0.43,0.0,0.0,,3.2,7.5,0.43,5.6,9.6,0.59,2.9,6.4,9.3,0.0,0.9,0.3,1.7,5.5,12.1
2010,6,CLE,Cleveland Cavaliers,Danny Green,22,20,0,115,4.7,12.2,0.38,1.9,6.9,0.27,2.8,5.3,0.53,1.3,1.9,0.67,2.5,2.8,5.3,1.6,1.9,0.9,1.6,2.8,12.5
2010,6,CLE,Cleveland Cavaliers,Darnell Jackson,24,27,0,114,2.5,7.9,0.32,0.3,0.9,0.33,2.2,6.9,0.32,1.3,1.9,0.67,2.5,3.8,6.3,1.3,0.6,1.3,4.1,6.0,6.6
2010,6,CLE,Cleveland Cavaliers,Sebastian Telfair,24,4,0,77,7.5,16.4,0.46,0.9,4.2,0.22,6.5,12.2,0.54,2.3,2.8,0.83,0.0,1.9,1.9,5.6,0.9,0.0,2.8,2.8,18.2
2010,6,CLE,Cleveland Cavaliers,Cedric Jackson,23,5,0,10,0.0,7.2,0.0,0.0,3.6,0.0,0.0,3.6,0.0,3.6,14.4,0.25,0.0,3.6,3.6,7.2,0.0,0.0,3.6,0.0,3.6
2010,6,CLE,Cleveland Cavaliers,Coby Karl,26,3,0,5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,14.4,14.4,0.0,0.0,0.0,28.8,0.0,0.0
