Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2010,21,3076,OKC,Oklahoma City Thunder,21.0,NBA,PG,6.0,6.0,212.0,10.7,22.7,0.47,1.2,3.0,0.42,9.5,19.7,0.48,8.0,9.5,0.84,2.5,6.5,9.0,9.0,2.5,0.2,3.5,3.2,30.7,,117.0,105.0
2011,21,3076,OKC,Oklahoma City Thunder,22.0,NBA,PG,17.0,17.0,638.0,11.2,28.4,0.39,1.2,4.0,0.29,10.0,24.4,0.41,10.0,11.8,0.85,3.0,4.6,7.5,8.9,2.0,0.5,6.5,4.6,33.5,,103.0,109.0
2012,21,3076,OKC,Oklahoma City Thunder,23.0,NBA,PG,20.0,20.0,767.0,12.2,28.1,0.44,1.2,4.5,0.28,11.0,23.6,0.46,6.1,7.7,0.8,1.5,6.0,7.5,8.1,2.1,0.6,3.1,3.4,31.9,,108.0,109.0
2013,21,3076,OKC,Oklahoma City Thunder,24.0,NBA,PG,2.0,2.0,68.0,12.9,31.2,0.42,1.5,6.8,0.22,11.4,24.3,0.47,9.1,10.7,0.86,0.8,9.1,9.9,10.7,4.6,0.0,6.1,3.8,36.5,,101.0,97.0
2014,21,3076,OKC,Oklahoma City Thunder,25.0,NBA,PG,19.0,19.0,735.0,11.8,28.2,0.42,2.0,7.1,0.28,9.8,21.1,0.47,10.3,11.6,0.88,3.2,6.6,9.8,10.8,2.9,0.4,5.9,4.4,35.9,,111.0,107.0
2016,21,3076,OKC,Oklahoma City Thunder,27.0,NBA,PG,18.0,18.0,674.0,11.9,29.4,0.4,2.5,7.9,0.32,9.4,21.5,0.43,8.7,10.5,0.83,3.1,6.2,9.3,14.8,3.4,0.1,5.8,3.2,35.0,,112.0,104.0
2017,21,3076,OKC,Oklahoma City Thunder,28.0,NBA,PG,5.0,5.0,194.0,14.8,38.1,0.39,3.3,12.3,0.26,11.5,25.9,0.45,14.1,17.6,0.8,2.3,12.3,14.6,13.6,3.0,0.5,7.5,4.0,46.9,,105.0,109.0
2018,21,3076,OKC,Oklahoma City Thunder,29.0,NBA,PG,6.0,6.0,235.0,13.4,33.6,0.4,3.1,8.8,0.36,10.2,24.9,0.41,6.9,8.4,0.82,2.3,12.7,15.0,9.4,1.9,0.0,6.5,4.4,36.8,,99.0,105.0
2019,21,3076,OKC,Oklahoma City Thunder,30.0,NBA,PG,5.0,5.0,197.0,9.8,27.1,0.36,2.7,8.3,0.32,7.1,18.8,0.38,5.6,6.3,0.88,1.7,9.0,10.7,12.9,1.2,0.7,5.6,4.6,27.8,,99.0,111.0
2020,11,3076,HOU,Houston Rockets,31.0,NBA,PG,8.0,8.0,262.0,11.0,26.0,0.42,1.5,6.1,0.24,9.5,19.9,0.48,3.2,5.9,0.53,2.0,8.4,10.4,6.9,2.2,0.4,5.6,4.3,26.6,,89.0,106.0
