Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1989,16,837,MIA,Miami Heat,Kevin Edwards,1965-10-30,23.0,NBA,SG,79.0,2349.0,12.6,0.46,0.03,0.18,3.9,8.8,6.3,24.3,2.9,0.7,17.1,24.8,-2.3,2.2,-0.2,-0.0,-1.6,-0.3,-1.9,0.1
1990,16,837,MIA,Miami Heat,Kevin Edwards,1965-10-30,24.0,NBA,SG,78.0,2211.0,11.6,0.45,0.03,0.19,3.7,10.6,7.0,16.8,2.7,0.9,14.8,22.2,-2.0,2.3,0.3,0.0,-2.5,0.5,-2.1,0.0
1991,16,837,MIA,Miami Heat,Kevin Edwards,1965-10-30,25.0,NBA,SG,79.0,2000.0,13.7,0.47,0.09,0.23,4.4,7.1,5.7,18.8,3.1,1.4,13.8,24.1,-0.6,2.2,1.6,0.04,-0.9,0.7,-0.2,0.9
1992,16,837,MIA,Miami Heat,Kevin Edwards,1965-10-30,26.0,NBA,PG,81.0,1840.0,13.8,0.51,0.04,0.27,3.4,9.5,6.4,14.3,2.6,0.7,13.0,21.0,1.0,1.4,2.4,0.06,-1.3,0.4,-0.9,0.5
1993,16,837,MIA,Miami Heat,Kevin Edwards,1965-10-30,27.0,NBA,SG,40.0,1134.0,17.1,0.53,0.04,0.3,4.8,7.5,6.1,17.9,3.0,0.7,12.5,22.9,1.4,1.2,2.5,0.11,1.1,1.0,2.1,1.2
1994,3,837,NJN,New Jersey Nets,Kevin Edwards,1965-10-30,28.0,NBA,SG,82.0,2727.0,13.8,0.51,0.1,0.21,3.6,7.4,5.4,13.6,2.2,0.8,10.7,19.5,2.5,2.6,5.1,0.09,-0.6,0.6,0.0,1.3
1995,3,837,NJN,New Jersey Nets,Kevin Edwards,1965-10-30,29.0,NBA,SG,14.0,466.0,11.7,0.57,0.29,0.27,2.3,6.4,4.3,9.8,2.1,0.7,16.9,19.6,0.2,0.4,0.6,0.06,-1.9,-0.1,-2.0,0.0
1996,3,837,NJN,New Jersey Nets,Kevin Edwards,1965-10-30,30.0,NBA,SG,34.0,1007.0,9.8,0.46,0.27,0.22,1.5,6.8,4.1,12.1,2.8,0.5,13.7,21.5,-0.6,1.1,0.5,0.02,-2.8,0.7,-2.1,0.0
1997,3,837,NJN,New Jersey Nets,Kevin Edwards,1965-10-30,31.0,NBA,PG,32.0,477.0,9.8,0.47,0.24,0.24,1.9,8.2,4.9,19.5,1.9,0.6,19.5,22.4,-0.4,0.2,-0.2,-0.02,-2.9,-2.1,-5.1,-0.4
1998,31,837,TOT,Total After Trade,Kevin Edwards,1965-10-30,32.0,NBA,SG,39.0,487.0,9.5,0.42,0.09,0.21,4.6,8.6,6.5,12.9,2.8,0.1,14.3,19.2,-0.3,0.4,0.1,0.01,-3.3,0.4,-2.8,-0.1
1998,3,837,NJN,New Jersey Nets,Kevin Edwards,1965-10-30,32.0,NBA,SG,27.0,352.0,8.1,0.4,0.1,0.14,3.4,8.1,5.6,11.1,3.1,0.0,15.1,16.4,-0.3,0.3,0.0,-0.0,-3.9,0.9,-3.1,-0.1
1998,22,837,ORL,Orlando Magic,Kevin Edwards,1965-10-30,32.0,NBA,SG,12.0,135.0,13.1,0.44,0.07,0.34,7.7,9.8,8.7,17.5,2.0,0.5,12.9,26.4,0.0,0.1,0.1,0.04,-1.6,-0.6,-2.2,0.0
2001,15,837,VAN,Vancouver Grizzlies,Kevin Edwards,1965-10-30,35.0,NBA,SG,46.0,634.0,8.3,0.41,0.11,0.31,4.2,10.6,7.4,12.9,2.4,0.9,16.1,16.6,-0.6,0.5,-0.1,-0.01,-3.7,0.5,-3.2,-0.2
