PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Cedric Henderson,22,4,4,39.3,2.8,7.0,0.39299999999999996,0.0,0.3,0.0,2.8,6.8,0.40700000000000003,0.39299999999999996,2.0,3.3,0.615,1.0,3.3,4.3,2.8,1.5,0.0,3.3,3.5,7.5
Shawn Kemp,28,4,4,38.0,8.3,17.8,0.465,0.0,0.0,,8.3,17.8,0.465,0.465,9.5,11.3,0.8440000000000001,4.0,6.3,10.3,2.0,1.3,1.0,4.0,3.0,26.0
Zydrunas Ilgauskas,22,4,4,36.8,7.0,12.3,0.5710000000000001,0.0,0.0,,7.0,12.3,0.5710000000000001,0.5710000000000001,3.3,6.3,0.52,3.5,4.0,7.5,0.5,0.5,1.3,2.5,5.5,17.3
Wesley Person,26,4,4,34.0,2.8,7.3,0.379,1.8,4.8,0.368,1.0,2.5,0.4,0.5,0.8,1.0,0.75,0.5,1.8,2.3,2.5,0.8,0.0,0.3,1.3,8.0
Brevin Knight,22,4,4,33.0,1.5,5.3,0.28600000000000003,0.0,0.0,,1.5,5.3,0.28600000000000003,0.28600000000000003,1.5,2.5,0.6,0.0,4.0,4.0,5.8,2.5,0.3,2.0,4.0,4.5
Derek Anderson,23,4,0,25.8,2.5,5.5,0.455,0.0,0.0,,2.5,5.5,0.455,0.455,5.8,6.5,0.885,0.0,2.3,2.3,2.8,1.3,0.3,3.0,2.5,10.8
Vitaly Potapenko,22,4,0,17.5,1.5,3.8,0.4,0.0,0.0,,1.5,3.8,0.4,0.4,1.3,2.5,0.5,0.8,2.0,2.8,0.8,0.5,0.0,1.5,2.0,4.3
Carl Thomas,28,1,0,11.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,3.0,0.667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
Bob Sura,24,3,0,10.3,0.3,1.7,0.2,0.0,0.7,0.0,0.3,1.0,0.33299999999999996,0.2,0.7,1.0,0.667,0.0,1.0,1.0,1.3,0.3,0.0,0.7,1.3,1.3
Scott Brooks,32,1,0,8.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0
Danny Ferry,31,3,0,3.3,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.0
Shawnelle Scott,25,1,0,3.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
