PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Allan Houston,26,10,10,40.3,7.6,17.5,0.434,0.9,2.3,0.391,6.7,15.2,0.441,0.46,5.0,5.8,0.862,0.6,3.2,3.8,2.8,0.5,0.1,3.2,2.7,21.1
Larry Johnson,28,8,8,38.8,6.5,13.4,0.486,0.3,1.3,0.2,6.3,12.1,0.515,0.495,4.6,6.3,0.74,3.1,3.5,6.6,1.6,1.3,0.4,3.1,3.8,17.9
Charles Oakley,34,10,10,34.2,2.9,7.1,0.408,0.0,0.0,,2.9,7.1,0.408,0.408,2.3,2.5,0.92,2.1,6.4,8.5,1.4,1.1,0.2,1.3,3.8,8.1
Patrick Ewing,35,4,4,33.0,5.0,14.0,0.35700000000000004,0.0,0.0,,5.0,14.0,0.35700000000000004,0.35700000000000004,4.0,6.8,0.593,2.3,5.8,8.0,1.3,0.8,1.3,2.5,4.0,14.0
John Starks,32,10,2,31.4,5.9,12.5,0.47200000000000003,2.5,5.9,0.424,3.4,6.6,0.515,0.5720000000000001,2.1,2.4,0.875,0.4,3.6,4.0,2.3,1.6,0.1,1.1,3.5,16.4
Charlie Ward,27,10,10,26.1,2.3,5.5,0.418,0.9,2.1,0.429,1.4,3.4,0.41200000000000003,0.5,1.1,1.6,0.688,0.3,2.5,2.8,6.0,2.0,0.2,1.7,2.4,6.6
Chris Childs,30,10,0,25.4,2.4,5.8,0.414,0.4,1.3,0.308,2.0,4.5,0.444,0.44799999999999995,1.1,1.5,0.733,0.5,2.0,2.5,3.3,0.6,0.0,2.3,2.9,6.3
Chris Mills,28,9,2,18.7,1.7,3.9,0.429,0.4,1.1,0.4,1.2,2.8,0.44,0.486,1.1,1.3,0.833,0.9,2.1,3.0,0.6,0.9,0.2,0.7,2.3,4.9
Terry Cummings,36,8,1,15.0,1.9,4.3,0.441,0.0,0.0,,1.9,4.3,0.441,0.441,0.3,1.0,0.25,1.4,3.0,4.4,0.6,0.5,0.3,0.9,2.9,4.0
Buck Williams,37,3,0,15.0,1.3,3.0,0.444,0.0,0.0,,1.3,3.0,0.444,0.444,2.0,2.7,0.75,2.3,3.0,5.3,0.3,0.0,0.3,1.0,1.7,4.7
Chris Dudley,32,6,3,8.8,0.5,1.5,0.33299999999999996,0.0,0.0,,0.5,1.5,0.33299999999999996,0.33299999999999996,0.3,0.7,0.5,1.0,2.0,3.0,0.0,0.3,0.2,0.3,2.7,1.3
Anthony Bowie,34,7,0,3.3,0.3,0.6,0.5,0.0,0.0,,0.3,0.6,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.6,0.6
