PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
LeBron James,33,22,22,922,10.7,19.9,0.539,1.5,4.5,0.342,9.2,15.5,0.596,6.2,8.3,0.746,1.2,6.6,7.8,7.7,1.2,0.9,3.7,2.0,29.2
J.R. Smith,32,22,21,706,3.3,9.5,0.348,2.2,6.1,0.36700000000000005,1.1,3.4,0.313,0.9,1.1,0.773,0.5,2.5,3.1,1.3,1.1,0.2,1.0,2.8,9.7
Kevin Love,29,21,21,660,5.9,15.2,0.392,2.0,5.8,0.34,4.0,9.4,0.424,3.2,3.5,0.922,2.7,9.1,11.7,1.9,0.8,0.4,2.2,3.2,17.1
George Hill,31,19,18,557,3.8,8.5,0.45,1.0,3.3,0.314,2.8,5.2,0.5379999999999999,2.6,3.4,0.774,0.8,1.8,2.6,2.7,0.6,0.5,1.4,3.4,11.3
Jeff Green,31,22,2,523,4.0,9.8,0.408,1.4,4.8,0.3,2.5,5.0,0.514,2.3,3.2,0.7170000000000001,0.5,3.2,3.6,2.2,0.5,1.0,1.2,2.5,11.7
Kyle Korver,36,22,11,505,4.2,10.1,0.418,3.2,7.8,0.413,1.0,2.3,0.43799999999999994,1.4,1.6,0.8640000000000001,0.4,3.3,3.7,1.4,0.6,0.6,1.0,3.1,13.0
Tristan Thompson,26,19,11,416,4.2,7.2,0.59,0.0,0.1,0.0,4.2,7.1,0.598,1.7,2.3,0.741,3.8,5.9,9.7,1.0,0.2,0.7,1.0,2.3,10.2
Larry Nance,25,20,0,307,4.8,7.0,0.6829999999999999,0.0,0.1,0.0,4.8,6.9,0.695,1.6,3.6,0.452,4.1,6.4,10.6,2.1,1.9,1.6,1.4,4.1,11.3
Jordan Clarkson,25,19,0,286,4.7,15.5,0.301,1.4,5.8,0.239,3.3,9.7,0.33799999999999997,0.6,0.8,0.833,1.1,2.9,4.0,1.6,1.0,0.4,1.6,2.6,11.3
Rodney Hood,25,17,1,260,5.4,12.7,0.424,0.6,3.3,0.16699999999999998,4.8,9.4,0.515,1.2,1.7,0.75,1.0,3.3,4.3,2.5,0.7,0.6,1.8,4.2,12.6
Jordan Clarkson,36,13,3,104,3.1,9.0,0.34600000000000003,1.4,6.2,0.222,1.7,2.8,0.625,0.7,0.7,1.0,0.7,3.1,3.8,3.1,1.7,0.0,1.7,5.2,8.3
Cedi Osman,22,14,0,62,3.5,10.5,0.33299999999999996,0.6,4.1,0.14300000000000002,2.9,6.4,0.455,0.6,2.3,0.25,0.6,3.5,4.1,1.7,1.7,0.0,0.0,2.9,8.1
Ante Žižić,21,8,0,23,7.8,15.7,0.5,0.0,0.0,,7.8,15.7,0.5,4.7,9.4,0.5,1.6,7.8,9.4,1.6,0.0,1.6,3.1,3.1,20.3
