PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jimmy Butler,28,5,5,170,5.9,13.3,0.444,1.7,3.6,0.47100000000000003,4.2,9.7,0.435,3.2,3.8,0.833,0.6,5.7,6.4,4.2,0.8,0.2,1.1,1.9,16.7
Karl-Anthony Towns,22,5,5,170,5.9,12.7,0.467,0.6,2.3,0.273,5.3,10.4,0.51,3.6,4.9,0.7390000000000001,3.2,11.0,14.2,2.3,0.4,1.1,2.5,3.0,16.1
Andrew Wiggins,22,5,5,164,6.6,14.9,0.441,1.5,4.6,0.33299999999999996,5.0,10.3,0.489,2.6,4.4,0.6,1.1,4.6,5.7,2.2,0.4,0.4,2.0,3.1,17.3
Jeff Teague,29,5,5,153,5.4,12.0,0.451,1.6,4.2,0.389,3.8,7.8,0.485,2.8,4.0,0.706,0.7,3.5,4.2,6.8,0.7,0.5,3.3,4.5,15.3
Jamal Crawford,37,5,0,123,6.1,13.8,0.447,2.0,5.0,0.41200000000000003,4.1,8.8,0.467,2.9,3.8,0.769,0.3,3.5,3.8,3.5,1.5,0.0,1.5,1.8,17.3
Taj Gibson,32,5,5,123,4.1,6.4,0.636,0.0,0.0,,4.1,6.4,0.636,0.9,0.9,1.0,2.0,3.8,5.9,0.6,0.3,0.6,1.2,2.3,9.1
Derrick Rose,29,5,0,119,8.8,17.2,0.509,2.1,3.0,0.7,6.7,14.2,0.46799999999999997,1.8,2.1,0.857,0.3,2.4,2.7,3.9,0.6,0.0,2.4,2.7,21.5
Gorgui Dieng,28,5,0,70,3.1,9.3,0.33299999999999996,1.0,2.6,0.4,2.1,6.7,0.308,1.5,2.1,0.75,1.5,7.7,9.3,2.1,1.0,2.1,0.5,3.1,8.7
Tyus Jones,21,4,0,55,1.3,4.6,0.28600000000000003,0.0,1.3,0.0,1.3,3.3,0.4,0.0,0.0,,0.0,5.9,5.9,5.2,0.7,0.0,0.7,0.0,2.6
Nemanja Bjelica,29,5,0,47,5.4,12.3,0.43799999999999994,3.1,5.4,0.5710000000000001,2.3,6.9,0.33299999999999996,3.8,5.4,0.7140000000000001,3.1,8.4,11.5,2.3,2.3,0.0,0.8,4.6,17.6
Aaron Brooks,33,2,0,3,24.0,36.0,0.667,0.0,12.0,0.0,24.0,24.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
Marcus Georges-Hunt,23,2,0,3,0.0,12.0,0.0,0.0,0.0,,0.0,12.0,0.0,0.0,0.0,,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
