SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2012,20,NYK,7,Carmelo Anthony,SF,6-8,238,1984-05-29,US,8,Syracuse
2012,20,NYK,32,Renaldo Balkman,SF,6-8,208,1984-07-14,US,5,South Carolina
2012,20,NYK,20,Mike Bibby,PG,6-1,190,1978-05-13,US,13,Arizona
2012,20,NYK,6,Tyson Chandler,C,7-0,235,1982-10-02,US,10,
2012,20,NYK,85,Baron Davis,PG,6-3,209,1979-04-13,US,12,UCLA
2012,20,NYK,23,Toney Douglas,PG,6-2,195,1986-03-16,US,2,"Auburn, Florida State"
2012,20,NYK,2,Landry Fields,SG,6-7,210,1988-06-27,US,1,Stanford
2012,20,NYK,50,Dan Gadzuric,C,6-11,240,1978-02-02,NL,9,UCLA
2012,20,NYK,55,Josh Harrellson,PF,6-10,275,1989-02-12,US,R,Kentucky
2012,20,NYK,9,Jared Jeffries,PF,6-11,230,1981-11-25,US,9,Indiana
2012,20,NYK,44,Jerome Jordan,C,7-0,253,1986-09-29,JM,R,Tulsa
2012,20,NYK,17,Jeremy Lin,PG,6-3,200,1988-08-23,US,1,Harvard University
2012,20,NYK,16,Steve Novak,PF,6-10,225,1983-06-13,US,5,Marquette
2012,20,NYK,21,Iman Shumpert,PG,6-5,215,1990-06-26,US,R,Georgia Tech
2012,20,NYK,8,J.R. Smith,SG,6-6,225,1985-09-09,US,7,
2012,20,NYK,1,Amar'e Stoudemire,PF,6-10,245,1982-11-16,US,9,
2012,20,NYK,5,Henry Walker,SG,6-6,220,1987-10-09,US,3,Kansas State
