NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
26,Shannon Brown,SG,6-4,205,1985-11-29,US,5,Michigan State
1,Josh Childress,SF,6-8,210,1983-06-20,US,5,Stanford
3,Jared Dudley,SG,6-6,237,1985-07-10,US,4,Boston College
8,Channing Frye,PF,7-0,255,1983-05-17,US,6,Arizona
4,Marcin Gortat,C,6-11,240,1984-02-17,PL,4,
33,Grant Hill,SF,6-8,225,1972-10-05,US,16,Duke
15,Robin Lopez,C,7-0,281,1988-04-01,US,3,Stanford
11,Markieff Morris,PF,6-8,245,1989-09-02,US,R,Kansas
13,Steve Nash,PG,6-3,195,1974-02-07,ZA,15,Santa Clara
2,Ronnie Price,PG,6-2,190,1983-06-21,US,6,"Nicholls State, Utah Valley"
22,Michael Redd,SG,6-6,220,1979-08-24,US,11,Ohio State
31,Sebastian Telfair,PG,6-0,165,1985-06-09,US,7,
21,Hakim Warrick,PF,6-9,219,1982-07-08,US,6,Syracuse
