NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
20,Ray Allen,SG,6-5,205,1975-07-20,US,15,UConn
30,Brandon Bass,PF,6-8,250,1985-04-30,US,6,LSU
0,Avery Bradley,PG,6-3,180,1990-11-26,US,1,Texas
4,Marquis Daniels,SG,6-6,200,1981-01-07,US,8,Auburn
51,Keyon Dooling,SG,6-3,196,1980-05-08,US,11,Missouri
5,Kevin Garnett,C,6-11,240,1976-05-19,US,16,
50,Ryan Hollins,C,7-0,240,1984-10-10,US,5,UCLA
12,JaJuan Johnson,PF,6-10,221,1989-02-08,US,R,Purdue
55,E'Twaun Moore,PG,6-3,191,1989-02-25,US,R,Purdue
7,Jermaine O'Neal,C,6-11,226,1978-10-13,US,15,
11,Sasha Pavlović,SF,6-8,220,1983-11-15,ME,8,
34,Paul Pierce,SF,6-7,235,1977-10-13,US,13,Kansas
28,Mickaël Piétrus,SG,6-6,215,1982-02-07,GP,8,
9,Rajon Rondo,PG,6-1,180,1986-02-22,US,5,Kentucky
54,Greg Stiemsma,C,6-11,260,1985-09-26,US,R,Wisconsin
44,Chris Wilcox,C,6-10,221,1982-09-03,US,9,Maryland
56,Sean Williams,C,6-10,235,1986-09-13,US,3,Boston College
