NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
50,Joel Anthony,C,6-9,245,1982-08-09,CA,4,UNLV
31,Shane Battier,SF,6-8,220,1978-09-09,US,10,Duke
1,Chris Bosh,PF,6-11,235,1984-03-24,US,8,Georgia Tech
15,Mario Chalmers,PG,6-2,190,1986-05-19,US,3,Kansas
30,Norris Cole,PG,6-2,175,1988-10-13,US,R,Cleveland State University
34,Eddy Curry,C,7-0,295,1982-12-05,US,9,
32,Mickell Gladness,PF,6-11,220,1986-07-26,US,R,Alabama A&M University
14,Terrel Harris,SG,6-5,190,1987-08-10,US,R,Oklahoma State
40,Udonis Haslem,PF,6-8,235,1980-06-09,US,8,Florida
5,Juwan Howard,PF,6-9,240,1973-02-07,US,17,Michigan
6,LeBron James,SF,6-9,250,1984-12-30,US,8,
22,James Jones,SG,6-8,218,1980-10-04,US,8,Miami (FL)
13,Mike Miller,SG,6-8,218,1980-02-19,US,11,Florida
45,Dexter Pittman,C,6-11,308,1988-03-02,US,1,Texas
21,Ronny Turiaf,C,6-10,249,1983-01-13,MQ,6,Gonzaga
3,Dwyane Wade,SG,6-4,220,1982-01-17,US,8,Marquette
