SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2012,7,DAL,4,Kelenna Azubuike,SG,6-5,220,1983-12-16,GB,4,Kentucky
2012,7,DAL,3,Rodrigue Beaubois,PG,6-0,170,1988-02-24,GP,2,
2012,7,DAL,35,Brian Cardinal,SF,6-8,245,1977-05-02,US,11,Purdue
2012,7,DAL,25,Vince Carter,SG,6-6,220,1977-01-26,US,13,UNC
2012,7,DAL,33,Brendan Haywood,C,7-0,268,1979-11-27,US,10,UNC
2012,7,DAL,9,Yi Jianlian,PF,7-0,240,1987-10-27,CN,4,
2012,7,DAL,20,Dominique Jones,SG,6-4,215,1988-10-15,US,1,South Florida
2012,7,DAL,2,Jason Kidd,PG,6-4,205,1973-03-23,US,17,California
2012,7,DAL,28,Ian Mahinmi,C,6-11,262,1986-11-05,FR,3,
2012,7,DAL,0,Shawn Marion,SF,6-7,220,1978-05-07,US,12,UNLV
2012,7,DAL,41,Dirk Nowitzki,PF,7-0,245,1978-06-19,DE,13,
2012,7,DAL,7,Lamar Odom,SF,6-10,220,1979-11-06,US,12,Rhode Island
2012,7,DAL,31,Jason Terry,SG,6-2,185,1977-09-15,US,12,Arizona
2012,7,DAL,13,Delonte West,PG,6-4,180,1983-07-26,US,7,Saint Joseph's
2012,7,DAL,32,Sean Williams,C,6-10,235,1986-09-13,US,3,Boston College
2012,7,DAL,34,Brandan Wright,C,6-10,210,1987-10-05,US,3,UNC
