SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2012,17,MIL,6,Andrew Bogut,C,7-0,260,1984-11-28,AU,6,Utah
2012,17,MIL,40,Jon Brockman,PF,6-7,255,1987-03-20,US,2,Washington
2012,17,MIL,10,Carlos Delfino,SF,6-6,230,1982-08-29,AR,6,
2012,17,MIL,17,Mike Dunleavy,SF,6-9,230,1980-09-15,US,9,Duke
2012,17,MIL,11,Monta Ellis,SG,6-3,185,1985-10-26,US,6,
2012,17,MIL,0,Drew Gooden,C,6-10,250,1981-09-24,US,9,Kansas
2012,17,MIL,15,Tobias Harris,SF,6-8,226,1992-07-15,US,R,Tennessee
2012,17,MIL,11,Darington Hobson,SG,6-7,210,1987-09-29,US,R,New Mexico
2012,17,MIL,7,Ersan Ilyasova,PF,6-9,235,1987-05-15,TR,3,
2012,17,MIL,5,Stephen Jackson,SF,6-8,218,1978-04-05,US,11,Butler County Community College
2012,17,MIL,3,Brandon Jennings,PG,6-1,170,1989-09-23,US,2,
2012,17,MIL,30,Jon Leuer,PF,6-10,228,1989-05-14,US,R,Wisconsin
2012,17,MIL,9,Shaun Livingston,SG,6-7,192,1985-09-11,US,6,
2012,17,MIL,12,Luc Mbah a Moute,PF,6-8,230,1986-09-09,CM,3,UCLA
2012,17,MIL,8,Larry Sanders,PF,6-11,235,1988-11-21,US,1,VCU
2012,17,MIL,13,Ekpe Udoh,C,6-10,245,1987-05-20,US,1,"Michigan, Baylor"
2012,17,MIL,19,Beno Udrih,SG,6-3,205,1982-07-05,SI,7,
