SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2012,21,OKC,45,Cole Aldrich,C,6-11,250,1988-10-31,US,1,Kansas
2012,21,OKC,4,Nick Collison,PF,6-10,255,1980-10-26,US,7,Kansas
2012,21,OKC,14,Daequan Cook,SG,6-5,205,1987-04-28,US,4,Ohio State
2012,21,OKC,35,Kevin Durant,SF,6-10,240,1988-09-29,US,4,Texas
2012,21,OKC,37,Derek Fisher,PG,6-1,200,1974-08-09,US,15,Little Rock
2012,21,OKC,13,James Harden,SG,6-5,220,1989-08-26,US,2,Arizona State
2012,21,OKC,11,Lazar Hayward,SF,6-6,225,1986-11-26,US,1,Marquette
2012,21,OKC,9,Serge Ibaka,PF,7-0,235,1989-09-18,CG,2,
2012,21,OKC,7,Royal Ivey,SG,6-3,200,1981-12-20,US,7,Texas
2012,21,OKC,15,Reggie Jackson,PG,6-3,208,1990-04-16,IT,R,Boston College
2012,21,OKC,6,Eric Maynor,PG,6-3,175,1987-06-11,US,2,VCU
2012,21,OKC,8,Nazr Mohammed,C,6-10,221,1977-09-05,US,13,Kentucky
2012,21,OKC,5,Kendrick Perkins,C,6-10,270,1984-11-10,US,8,
2012,21,OKC,33,Ryan Reid,PF,6-8,232,1986-10-30,US,R,Florida State
2012,21,OKC,2,Thabo Sefolosha,SG,6-6,215,1984-05-02,CH,5,
2012,21,OKC,0,Russell Westbrook,PG,6-3,200,1988-11-12,US,3,UCLA
