NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
11,J.J. Barea,PG,5-10,180,1984-06-26,PR,5,Northeastern University
8,Michael Beasley,SF,6-9,235,1989-01-09,US,3,Kansas State
22,Wayne Ellington,SG,6-4,207,1987-11-29,US,2,UNC
4,Wesley Johnson,SF,6-7,215,1987-07-11,US,1,"Iowa State, Syracuse"
3,Malcolm Lee,SG,6-5,200,1990-05-22,US,R,UCLA
42,Kevin Love,PF,6-8,251,1988-09-07,US,3,UCLA
31,Darko Miličić,C,7-0,250,1985-06-20,RS,8,
52,Brad Miller,C,6-11,244,1976-04-12,US,13,Purdue
14,Nikola Peković,C,6-11,307,1986-01-03,ME,1,
15,Anthony Randolph,PF,6-10,205,1989-07-15,DE,3,LSU
13,Luke Ridnour,SG,6-2,175,1981-02-13,US,8,Oregon
9,Ricky Rubio,PG,6-3,190,1990-10-21,ES,R,
44,Anthony Tolliver,SF,6-8,240,1985-06-01,US,3,Creighton
5,Martell Webster,SF,6-7,230,1986-12-04,US,6,
7,Derrick Williams,PF,6-8,240,1991-05-25,US,R,Arizona
