SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2012,22,ORL,33,Ryan Anderson,PF,6-9,240,1988-05-06,US,3,California
2012,22,ORL,3,Earl Clark,PF,6-10,225,1988-01-17,US,2,Louisville
2012,22,ORL,11,Glen Davis,PF,6-9,289,1986-01-01,US,4,LSU
2012,22,ORL,25,Chris Duhon,PG,6-1,185,1982-08-31,US,7,Duke
2012,22,ORL,32,Justin Harper,PF,6-10,225,1989-08-30,US,R,Richmond
2012,22,ORL,12,Dwight Howard,C,6-10,265,1985-12-08,US,7,
2012,22,ORL,20,Larry Hughes,PG,6-5,184,1979-01-23,US,12,Saint Louis
2012,22,ORL,34,DeAndre Liggins,SF,6-6,209,1988-03-31,US,R,Kentucky
2012,22,ORL,14,Jameer Nelson,PG,6-0,190,1982-02-09,US,7,Saint Joseph's
2012,22,ORL,21,Daniel Orton,PF,6-10,255,1990-08-06,US,R,Kentucky
2012,22,ORL,7,J.J. Redick,SG,6-3,200,1984-06-24,US,5,Duke
2012,22,ORL,23,Jason Richardson,SG,6-6,220,1981-01-20,US,10,Michigan State
2012,22,ORL,5,Quentin Richardson,SF,6-6,223,1980-04-13,US,11,DePaul
2012,22,ORL,10,Ish Smith,PG,6-0,175,1988-07-05,US,1,Wake Forest
2012,22,ORL,15,Hedo Turkoglu,SF,6-10,220,1979-03-19,TR,11,
2012,22,ORL,1,Von Wafer,SG,6-5,210,1985-07-21,US,5,Florida State
