Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1984,17,341,MIL,Milwaukee Bucks,Randy Breuer,1960-10-11,23.0,NBA,C,57.0,472.0,9.2,0.43,0.0,0.26,12.0,14.1,13.1,5.0,1.2,4.7,15.1,20.8,-0.5,0.8,0.3,0.03,-6.1,0.5,-5.6,-0.4
1985,17,341,MIL,Milwaukee Bucks,Randy Breuer,1960-10-11,24.0,NBA,C,78.0,1083.0,13.4,0.55,0.0,0.4,9.5,16.7,13.1,4.9,0.9,4.5,14.5,16.4,1.1,1.9,3.0,0.13,-1.8,1.3,-0.5,0.4
1986,17,341,MIL,Milwaukee Bucks,Randy Breuer,1960-10-11,25.0,NBA,C,82.0,1792.0,14.1,0.52,0.0,0.35,10.0,18.4,14.3,8.4,1.3,3.8,15.7,17.5,1.2,3.3,4.5,0.12,-0.8,1.3,0.6,1.2
1987,17,341,MIL,Milwaukee Bucks,Randy Breuer,1960-10-11,26.0,NBA,C,76.0,1467.0,12.3,0.51,0.0,0.41,9.7,17.0,13.3,4.5,1.8,2.5,14.6,19.1,0.1,2.3,2.4,0.08,-2.7,0.1,-2.6,-0.2
1988,17,341,MIL,Milwaukee Bucks,Randy Breuer,1960-10-11,27.0,NBA,C,81.0,2258.0,15.3,0.53,0.0,0.36,9.5,18.0,13.7,6.7,1.0,2.8,10.5,19.0,2.4,2.8,5.1,0.11,-0.1,0.0,-0.1,1.1
1989,17,341,MIL,Milwaukee Bucks,Randy Breuer,1960-10-11,28.0,NBA,C,48.0,513.0,13.8,0.5,0.0,0.28,11.3,19.2,15.2,6.2,0.9,4.5,12.6,18.6,0.2,0.7,0.9,0.08,-1.4,0.3,-1.1,0.1
1990,31,341,TOT,Total After Trade,Randy Breuer,1960-10-11,29.0,NBA,C,81.0,1879.0,13.0,0.46,0.0,0.28,9.3,17.4,13.1,8.3,1.2,3.7,10.9,20.3,-0.2,2.2,2.0,0.05,-2.2,-0.1,-2.3,-0.2
1990,17,341,MIL,Milwaukee Bucks,Randy Breuer,1960-10-11,29.0,NBA,C,30.0,554.0,11.6,0.49,0.0,0.27,8.8,17.7,13.1,3.4,0.8,3.7,11.8,17.9,0.0,0.6,0.6,0.05,-2.9,-0.7,-3.7,-0.2
1990,18,341,MIN,Minnesota Timberwolves,Randy Breuer,1960-10-11,29.0,NBA,C,51.0,1325.0,13.6,0.45,0.0,0.28,9.5,17.3,13.1,10.4,1.3,3.7,10.6,21.3,-0.2,1.6,1.4,0.05,-2.0,0.2,-1.8,0.1
1991,18,341,MIN,Minnesota Timberwolves,Randy Breuer,1960-10-11,30.0,NBA,C,73.0,1505.0,11.4,0.46,0.0,0.18,8.3,19.1,13.3,7.0,1.2,3.4,12.8,15.4,-0.3,1.3,1.0,0.03,-2.5,0.1,-2.4,-0.2
1992,18,341,MIN,Minnesota Timberwolves,Randy Breuer,1960-10-11,31.0,NBA,C,67.0,1176.0,14.3,0.48,0.0,0.22,8.9,17.7,13.2,10.6,1.2,5.0,9.8,15.1,0.7,1.0,1.7,0.07,-0.9,1.1,0.2,0.7
1993,1,341,ATL,Atlanta Hawks,Randy Breuer,1960-10-11,32.0,NBA,C,12.0,107.0,11.1,0.48,0.0,0.16,10.0,19.5,14.6,7.8,0.9,1.8,13.1,14.8,0.0,0.1,0.1,0.05,-3.0,-0.3,-3.3,0.0
1994,26,341,SAC,Sacramento Kings,Randy Breuer,1960-10-11,33.0,NBA,C,26.0,247.0,5.4,0.3,0.04,0.54,6.5,18.5,12.4,4.2,1.2,4.9,21.9,7.0,-0.3,0.3,0.0,-0.01,-5.6,0.9,-4.7,-0.2
