SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
2019,13,LAC,Shai Gilgeous-Alexander,20,82,2174,13.4,0.55,0.19,0.27,2.9,8.3,5.7,17.8,2.1,1.6,15.0,18.3,,1.5,1.9,3.3,0.07,,-0.9,0.4,-0.5,0.8
2019,13,LAC,Montrezl Harrell,25,82,2158,23.4,0.64,0.02,0.47,9.3,16.7,13.1,12.5,1.6,4.0,11.0,23.5,,6.1,2.6,8.7,0.19,,2.6,0.7,3.3,2.9
2019,13,LAC,Patrick Beverley,30,78,2137,11.8,0.56,0.59,0.26,3.9,15.0,9.6,18.4,1.5,1.6,13.8,12.2,,2.8,2.0,4.8,0.11,,-0.3,1.2,0.9,1.5
2019,13,LAC,Danilo Gallinari,30,68,2059,21.0,0.63,0.42,0.46,2.9,18.1,10.7,13.2,1.1,0.9,8.5,23.8,,6.4,1.8,8.2,0.19,,4.9,-0.5,4.3,3.3
2019,13,LAC,Lou Williams,32,75,1993,21.2,0.55,0.26,0.43,2.2,9.4,5.9,33.0,1.3,0.4,11.8,32.4,,3.9,1.2,5.1,0.12,,4.3,-2.1,2.2,2.1
2019,13,LAC,Tobias Harris,26,55,1903,18.2,0.6,0.3,0.26,2.1,21.3,12.0,12.5,1.0,1.0,10.3,23.5,,3.2,1.8,5.0,0.13,,2.7,-0.2,2.4,2.1
2019,13,LAC,Avery Bradley,28,49,1463,5.5,0.46,0.41,0.06,2.6,6.7,4.7,8.8,0.9,0.9,12.4,14.2,,-1.0,0.6,-0.3,-0.01,,-3.7,-0.9,-4.6,-1.0
2019,13,LAC,Marcin Gortat,34,47,751,12.8,0.56,0.0,0.26,9.8,26.5,18.4,12.0,0.4,2.5,19.4,14.4,,0.6,0.8,1.4,0.09,,-1.7,0.4,-1.3,0.1
2019,13,LAC,Mike Scott,30,52,748,9.4,0.52,0.58,0.08,3.5,20.6,12.3,8.1,1.1,0.8,10.2,14.9,,0.1,0.7,0.9,0.06,,-1.5,0.0,-1.5,0.1
2019,13,LAC,Landry Shamet,21,25,694,11.3,0.6,0.72,0.19,1.1,7.3,4.3,11.5,0.9,0.2,7.7,15.0,,1.1,0.3,1.4,0.09,,0.4,-1.6,-1.2,0.1
2019,13,LAC,Tyrone Wallace,24,62,628,7.0,0.45,0.09,0.26,3.5,13.2,8.5,9.5,1.6,0.9,12.9,18.7,,-0.8,0.5,-0.3,-0.02,,-5.6,-0.8,-6.4,-0.7
2019,13,LAC,Ivica Zubac,21,26,524,18.3,0.57,0.0,0.32,12.7,27.2,20.2,10.9,0.9,3.6,14.8,20.1,,0.7,0.7,1.4,0.13,,-0.2,-0.5,-0.7,0.2
2019,13,LAC,Garrett Temple,32,26,510,8.0,0.51,0.51,0.29,2.1,10.9,6.7,9.4,2.4,0.8,11.8,11.2,,0.2,0.5,0.6,0.06,,-4.1,1.0,-3.1,-0.1
2019,13,LAC,JaMychal Green,28,24,471,14.3,0.6,0.49,0.13,7.4,27.3,17.7,4.3,1.2,1.3,11.7,17.6,,0.5,0.6,1.1,0.11,,-0.3,-1.2,-1.5,0.1
2019,13,LAC,Boban MarjanoviA,30,36,376,24.9,0.67,0.01,0.68,16.0,26.5,21.4,9.3,1.4,3.6,16.9,24.6,,1.2,0.5,1.7,0.22,,2.6,0.4,3.1,0.5
2019,13,LAC,Jerome Robinson,21,33,320,7.2,0.49,0.52,0.08,1.0,12.2,6.8,8.3,1.6,0.7,10.2,16.7,,-0.2,0.3,0.1,0.01,,-4.2,-0.5,-4.7,-0.2
2019,13,LAC,Sindarius Thornwell,24,64,313,5.2,0.48,0.31,0.69,1.7,12.8,7.5,7.2,2.1,1.8,23.8,11.3,,-0.3,0.3,0.0,0.0,,-5.8,1.0,-4.7,-0.2
2019,13,LAC,Wilson Chandler,31,15,226,5.8,0.46,0.61,0.11,1.9,19.5,11.0,5.9,0.6,1.1,9.2,14.2,,-0.1,0.2,0.0,0.01,,-4.5,-1.6,-6.1,-0.2
2019,13,LAC,Johnathan Motley,23,22,156,18.9,0.56,0.04,0.55,12.6,21.7,17.3,11.7,1.5,1.5,15.0,28.8,,0.1,0.2,0.3,0.09,,-1.2,-0.7,-1.9,0.0
2019,13,LAC,MiloA TeodosiA,31,15,150,6.5,0.56,0.68,0.18,2.2,8.9,5.7,28.8,0.9,0.5,32.8,18.0,,-0.1,0.1,-0.1,-0.02,,-3.8,-1.7,-5.4,-0.1
2019,13,LAC,Luc Mbah a Moute,32,4,61,6.7,0.5,0.33,0.28,3.6,8.4,6.1,4.5,0.8,1.3,9.0,15.4,,0.0,0.0,0.0,0.01,,-2.9,0.0,-3.0,0.0
2019,13,LAC,Angel Delgado,24,2,15,4.3,0.26,0.0,0.4,14.6,13.7,14.1,0.0,3.1,0.0,0.0,16.5,,0.0,0.0,0.0,-0.06,,-7.0,-5.0,-12.0,0.0
