PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Jrue Holiday,28,67,2402,19.4,0.555,0.313,0.23399999999999999,3.3,11.0,7.2,31.8,2.1,1.8,14.1,25.4,,3.5,1.9,5.4,0.10800000000000001,,3.1,-0.1,3.0,3.1
Julius Randle,24,73,2232,21.0,0.6,0.179,0.447,7.6,21.6,14.7,15.8,1.1,1.6,13.8,27.8,,4.2,1.9,6.1,0.131,,2.1,-0.6,1.5,2.0
Anthony Davis,25,56,1850,30.3,0.597,0.141,0.42200000000000004,9.9,27.5,18.8,19.0,2.2,6.0,8.4,29.5,,6.4,3.1,9.5,0.247,,7.1,2.3,9.4,5.3
Darius Miller,28,69,1757,8.4,0.55,0.752,0.147,0.8,6.6,3.8,10.4,1.1,1.1,10.3,13.4,,1.1,0.6,1.6,0.045,,-2.1,-0.8,-2.9,-0.4
E'Twaun Moore,29,53,1463,11.5,0.5670000000000001,0.331,0.111,2.5,6.4,4.5,9.5,1.3,0.4,9.6,17.3,,1.2,0.5,1.7,0.055,,-1.2,-1.1,-2.3,-0.1
Elfrid Payton,24,42,1250,14.0,0.502,0.255,0.18,4.1,14.0,9.1,33.5,1.6,1.1,20.1,18.3,,0.6,0.9,1.5,0.057999999999999996,,-0.7,-0.7,-1.4,0.2
Frank Jackson,20,61,1169,9.4,0.517,0.37799999999999995,0.163,2.2,9.5,5.9,8.0,1.0,0.1,9.1,18.5,,0.1,0.4,0.4,0.018000000000000002,,-2.9,-1.7,-4.6,-0.8
Kenrich Williams,24,46,1079,9.7,0.485,0.5589999999999999,0.068,5.4,15.5,10.5,9.5,1.9,1.4,11.1,12.3,,0.3,0.9,1.2,0.053,,-2.3,0.4,-1.9,0.0
Ian Clark,27,60,973,8.3,0.502,0.527,0.09699999999999999,1.4,8.0,4.7,12.9,1.1,0.7,12.7,19.3,,-0.4,0.3,-0.1,-0.003,,-3.3,-1.8,-5.1,-0.8
Jahlil Okafor,23,59,935,17.9,0.603,0.013999999999999999,0.24600000000000002,9.2,21.4,15.4,6.3,0.7,3.5,11.5,19.9,,1.4,0.8,2.2,0.115,,-0.6,-0.9,-1.5,0.1
Nikola Mirotić,27,32,925,17.5,0.591,0.568,0.248,5.2,24.1,14.8,5.3,1.1,2.2,7.6,21.7,,1.6,0.9,2.5,0.129,,2.3,-0.9,1.4,0.8
Tim Frazier,28,47,909,11.6,0.552,0.395,0.21,3.7,11.8,7.8,28.0,1.3,0.4,22.0,12.3,,1.1,0.4,1.5,0.081,,-1.2,-0.2,-1.3,0.2
Cheick Diallo,22,64,896,17.5,0.644,0.015,0.247,8.8,29.3,19.2,5.1,1.5,3.0,14.0,16.0,,1.4,1.2,2.6,0.14,,-1.1,0.1,-0.9,0.2
Solomon Hill,27,44,878,6.8,0.49700000000000005,0.5670000000000001,0.18,4.1,11.5,7.8,7.6,1.2,0.9,13.9,10.4,,0.1,0.4,0.5,0.028999999999999998,,-3.1,-0.4,-3.6,-0.3
Wesley Johnson,31,26,377,6.9,0.517,0.568,0.102,2.8,11.9,7.4,5.2,1.5,1.5,11.5,11.3,,0.0,0.2,0.3,0.032,,-3.4,0.3,-3.1,-0.1
Stanley Johnson,22,18,247,8.9,0.496,0.374,0.14300000000000002,3.8,13.7,8.8,15.1,2.3,0.3,21.2,20.4,,-0.3,0.2,-0.1,-0.027999999999999997,,-3.9,-0.5,-4.5,-0.2
Christian Wood,23,8,189,23.4,0.613,0.228,0.446,7.2,27.0,17.3,4.9,1.7,4.3,11.3,26.9,,0.3,0.3,0.6,0.152,,1.7,-0.8,0.9,0.1
Dairis Bertāns,29,12,167,2.0,0.36200000000000004,0.723,0.0,1.3,4.3,2.8,7.2,0.3,0.0,4.1,12.0,,-0.2,0.0,-0.2,-0.054000000000000006,,-5.6,-3.2,-8.8,-0.3
Andrew Harrison,24,6,38,3.1,0.349,0.833,0.16699999999999998,5.5,8.1,6.8,22.3,0.0,0.0,13.4,16.1,,0.0,0.0,0.0,-0.051,,-6.0,-3.2,-9.2,-0.1
Jason Smith,32,2,20,4.6,0.405,0.778,0.222,10.5,10.2,10.4,6.2,0.0,0.0,9.2,22.3,,0.0,0.0,0.0,-0.049,,-4.4,-4.4,-8.8,0.0
