SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
2019,18,MIN,Karl-Anthony Towns,23,77,2545,26.3,0.62,0.27,0.34,10.9,29.3,20.0,17.2,1.3,4.2,13.7,28.9,,7.2,3.2,10.4,0.2,,5.4,0.6,6.0,5.1
2019,18,MIN,Andrew Wiggins,23,73,2543,12.4,0.49,0.29,0.24,3.5,11.4,7.4,10.9,1.3,1.6,9.3,24.4,,-0.6,1.3,0.6,0.01,,-1.2,-1.8,-3.0,-0.6
2019,18,MIN,Josh Okogie,20,74,1757,9.4,0.49,0.42,0.32,2.5,10.9,6.6,6.9,2.4,1.6,9.8,15.4,,-0.1,1.4,1.2,0.03,,-3.5,0.4,-3.1,-0.5
2019,18,MIN,Taj Gibson,33,70,1686,17.8,0.61,0.06,0.33,10.8,18.3,14.5,7.3,1.5,2.0,10.6,17.2,,3.7,1.4,5.1,0.14,,0.3,-0.4,-0.1,0.8
2019,18,MIN,Dario AariA,24,68,1627,14.3,0.58,0.45,0.21,6.8,17.7,12.2,8.8,1.2,0.3,10.5,17.8,,2.4,0.9,3.3,0.1,,0.4,-1.3,-0.8,0.5
2019,18,MIN,Tyus Jones,22,68,1560,13.7,0.49,0.28,0.16,1.6,7.7,4.6,28.3,2.5,0.3,9.0,14.1,,2.1,0.9,3.0,0.09,,-0.9,0.3,-0.6,0.6
2019,18,MIN,Derrick Rose,30,51,1392,19.5,0.56,0.19,0.21,2.5,8.3,5.4,26.4,1.1,0.7,9.1,27.3,,2.6,0.3,3.0,0.1,,3.2,-1.7,1.4,1.2
2019,18,MIN,Jeff Teague,30,42,1264,15.4,0.53,0.25,0.37,1.3,7.7,4.5,37.6,1.6,1.2,16.7,19.3,,1.7,0.5,2.2,0.08,,0.8,-1.2,-0.4,0.5
2019,18,MIN,Anthony Tolliver,33,65,1079,8.6,0.57,0.83,0.23,1.5,16.2,8.8,5.5,0.8,1.7,11.2,12.5,,0.6,0.5,1.2,0.05,,-1.7,-0.7,-2.4,-0.1
2019,18,MIN,Gorgui Dieng,29,76,1031,18.1,0.57,0.15,0.28,8.3,24.1,16.1,10.3,2.2,3.4,11.9,19.6,,1.5,1.3,2.8,0.13,,-0.3,0.9,0.6,0.7
2019,18,MIN,Robert Covington,28,22,763,14.7,0.58,0.6,0.27,2.9,14.9,8.8,5.8,3.1,2.7,8.4,16.5,,0.9,0.9,1.8,0.11,,0.1,2.1,2.2,0.8
2019,18,MIN,Jerryd Bayless,30,34,657,8.5,0.43,0.43,0.12,1.8,8.4,5.0,24.6,1.3,0.3,11.7,17.6,,-0.2,0.2,0.0,-0.0,,-2.9,-1.7,-4.6,-0.4
2019,18,MIN,Keita Bates-Diop,23,30,503,9.6,0.49,0.37,0.2,3.4,14.4,8.8,4.6,1.7,2.4,8.3,14.1,,0.0,0.4,0.3,0.03,,-2.8,-0.6,-3.4,-0.2
2019,18,MIN,Luol Deng,33,22,392,14.6,0.59,0.37,0.3,5.4,14.6,10.0,6.5,1.8,1.7,9.5,15.8,,0.5,0.3,0.8,0.1,,0.2,-0.3,0.0,0.2
2019,18,MIN,Jimmy Butler,29,10,361,22.3,0.58,0.29,0.39,4.7,10.8,7.7,18.2,3.2,2.4,7.1,23.0,,1.0,0.4,1.3,0.18,,4.7,2.2,6.9,0.8
2019,18,MIN,Cameron Reynolds,23,19,259,10.4,0.58,0.65,0.12,1.6,11.3,6.4,6.8,1.1,0.7,5.7,14.1,,0.3,0.1,0.4,0.08,,-1.3,-1.2,-2.5,0.0
2019,18,MIN,C.J. Williams,28,15,128,8.8,0.55,0.46,0.03,0.8,5.9,3.3,12.9,2.2,0.0,12.4,13.3,,0.1,0.1,0.1,0.04,,-3.8,0.2,-3.7,-0.1
2019,18,MIN,Jared Terrell,23,14,111,0.7,0.37,0.44,0.15,1.0,4.9,2.9,14.4,1.3,1.5,19.4,19.6,,-0.4,0.0,-0.3,-0.14,,-8.5,-2.3,-10.9,-0.2
2019,18,MIN,Isaiah Canaan,27,7,95,12.3,0.54,0.66,0.14,0.0,5.7,2.8,26.9,1.0,0.9,11.5,15.4,,0.1,0.0,0.2,0.08,,0.7,-2.0,-1.3,0.0
2019,18,MIN,James Nunnally,28,13,64,12.1,0.59,0.62,0.19,0.0,6.8,3.3,10.9,0.7,0.0,4.2,15.6,,0.1,0.0,0.1,0.1,,1.4,-1.3,0.1,0.0
2019,18,MIN,Mitch Creek,26,1,12,16.3,0.5,0.17,0.0,8.8,9.0,8.9,13.6,4.0,0.0,14.3,24.5,,0.0,0.0,0.0,0.01,,-1.7,-1.3,-3.0,0.0
