Season,Team ID,Team ABV,Team,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,ARENA,ATTENDANCE,ATTENDANCE/G
2008,8,DEN,Denver Nuggets,28.5,50.0,32.0,51,31,3.71,0.03,3.74,110.0,106.3,3.7,99.7,0.36,0.23,0.56,0.51,12.9,25.5,0.27,72.1,Pepsi Center,711962,17365
