Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1987,5,CHI,Charlotte Bobcats,Charles Oakley,23,3,129,16.9,0.5,0.08,0.48,15.1,30.8,22.2,7.9,1.7,0.5,11.7,24.2,0.1,0.1,0.2,0.06,0.9,-1.6,-0.7,0.0
1987,5,CHI,Charlotte Bobcats,Michael Jordan,23,3,128,28.1,0.53,0.06,0.46,6.3,15.0,10.2,30.4,2.5,3.4,7.3,38.8,0.3,0.1,0.4,0.16,9.9,2.9,12.7,0.5
1987,5,CHI,Charlotte Bobcats,Dave Corzine,30,3,122,8.5,0.52,0.0,0.41,6.6,15.7,10.7,8.8,0.4,1.5,21.2,12.3,0.0,0.0,0.0,-0.01,-1.3,-0.3,-1.6,0.0
1987,5,CHI,Charlotte Bobcats,John Paxson,26,3,87,8.7,0.58,0.32,0.04,0.0,4.7,2.1,20.7,1.2,0.0,18.2,14.3,0.0,0.0,0.0,0.01,-1.9,-1.0,-2.9,0.0
1987,5,CHI,Charlotte Bobcats,Gene Banks,27,3,79,10.1,0.61,0.0,0.36,4.3,8.7,6.3,4.4,0.0,0.0,7.3,15.8,0.1,0.0,0.1,0.06,-2.7,-2.2,-4.8,-0.1
1987,5,CHI,Charlotte Bobcats,Sedale Threatt,25,3,70,12.5,0.53,0.0,0.24,3.3,5.9,4.5,36.8,0.8,0.0,9.6,13.5,0.1,0.0,0.1,0.08,-0.2,-0.5,-0.7,0.0
1987,5,CHI,Charlotte Bobcats,Brad Sellers,24,3,68,3.6,0.37,0.0,0.16,3.4,10.1,6.4,6.8,0.0,0.9,4.7,14.3,-0.1,0.0,-0.1,-0.06,-4.4,-1.7,-6.1,-0.1
1987,5,CHI,Charlotte Bobcats,Elston Turner,27,3,25,16.7,0.8,0.0,0.0,4.6,5.5,5.0,6.9,4.3,0.0,0.0,9.1,0.1,0.0,0.1,0.17,1.3,4.8,6.1,0.1
1987,5,CHI,Charlotte Bobcats,Granville Waiters,26,2,8,4.3,,,,0.0,17.1,7.8,0.0,0.0,7.8,,0.0,0.0,0.0,0.0,0.04,-4.2,3.4,-0.9,0.0
1987,5,CHI,Charlotte Bobcats,Mike Brown,23,1,3,-17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.0,50.0,30.3,-0.1,0.0,0.0,-0.67,-30.1,4.4,-25.8,0.0
1987,5,CHI,Charlotte Bobcats,Pete Myers,23,1,1,-35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,0.0,0.0,0.0,-1.04,-26.6,-17.3,-43.9,0.0
