SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1987,21,SEA,Dale Ellis,26,14,530,17.3,0.54,0.12,0.18,7.1,12.4,9.5,11.6,0.9,0.7,9.1,27.7,0.7,0.4,1.0,0.09,2.9,-1.9,1.1,0.4
1987,21,SEA,Xavier McDaniel,23,14,528,15.2,0.51,0.04,0.22,10.1,15.2,12.4,12.3,2.0,1.1,13.1,24.7,0.0,0.6,0.6,0.06,0.4,-0.7,-0.3,0.2
1987,21,SEA,Tom Chambers,27,14,498,16.8,0.52,0.07,0.38,6.6,14.4,10.1,10.0,1.2,1.7,10.0,27.9,0.5,0.5,1.0,0.09,2.0,-1.2,0.8,0.4
1987,21,SEA,Nate McMillan,22,14,356,13.5,0.49,0.0,0.39,3.7,14.2,8.5,39.2,1.9,1.8,26.4,11.3,0.2,0.4,0.6,0.08,0.8,1.5,2.2,0.4
1987,21,SEA,Maurice Lucas,34,14,265,10.4,0.46,0.01,0.42,7.3,21.4,13.7,9.6,2.2,1.2,14.4,19.2,-0.2,0.4,0.2,0.04,-3.3,0.2,-3.1,-0.1
1987,21,SEA,Clemon Johnson,30,14,262,11.0,0.49,0.0,0.36,9.8,11.3,10.5,1.9,1.3,3.6,3.2,9.9,0.3,0.3,0.5,0.09,-0.6,-0.2,-0.8,0.1
1987,21,SEA,Kevin Williams,25,14,255,15.8,0.54,0.02,0.43,7.6,7.3,7.5,16.7,3.1,0.2,8.2,19.4,0.5,0.3,0.7,0.14,0.2,1.5,1.7,0.2
1987,21,SEA,Danny Young,24,14,208,14.0,0.5,0.31,0.19,2.0,7.1,4.3,29.7,3.5,0.0,11.0,12.4,0.3,0.2,0.5,0.12,0.6,2.4,3.0,0.3
1987,21,SEA,Alton Lister,28,9,206,10.6,0.46,0.0,0.4,14.4,16.2,15.2,4.3,1.7,4.0,14.5,13.6,0.0,0.3,0.3,0.07,-3.0,-0.1,-3.2,-0.1
1987,21,SEA,Eddie Johnson,31,14,181,19.9,0.63,0.09,0.52,2.8,6.1,4.3,35.1,1.4,0.0,11.2,18.0,0.6,0.1,0.7,0.2,4.5,0.0,4.5,0.3
1987,21,SEA,Russ Schoene,26,14,123,7.7,0.47,0.21,0.43,5.0,20.1,11.8,3.1,0.4,2.1,5.7,11.7,0.1,0.1,0.2,0.07,-3.0,-0.6,-3.7,-0.1
1987,21,SEA,Curtis Kitchen,23,8,23,2.1,0.27,0.0,2.0,8.9,21.5,14.6,0.0,0.0,5.5,0.0,6.7,0.0,0.0,0.0,0.0,-8.1,-2.1,-10.2,0.0
