Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2014,4,3002,CHA,Charlotte Bobcats,23.0,NBA,PG,4.0,4.0,153.0,9.0,19.0,0.47,4.2,8.3,0.5,4.8,10.7,0.45,4.8,6.2,0.78,0.3,4.8,5.2,8.3,2.8,1.0,5.2,2.1,27.0,,109.0,109.0
2016,4,3002,CHO,Charlotte Hornets,25.0,NBA,PG,7.0,7.0,260.0,11.4,31.0,0.37,2.8,8.7,0.33,8.5,22.3,0.38,6.7,7.1,0.94,0.6,3.7,4.3,5.7,1.8,0.8,2.4,2.0,32.3,,97.0,110.0
2020,2,3002,BOS,Boston Celtics,29.0,NBA,PG,17.0,17.0,628.0,9.0,20.3,0.44,3.1,10.0,0.31,5.9,10.3,0.57,5.5,6.4,0.85,0.5,5.0,5.5,6.8,1.2,0.6,2.5,3.4,26.5,,116.0,109.0
