Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,17,2373,MIL,Milwaukee Bucks,Joel Przybilla,"October 10, 1979",21.0,NBA,C,33.0,13.0,270.0,1.6,4.7,0.34,0.0,0.0,,1.6,4.7,0.34,0.4,1.5,0.27,3.9,5.6,9.5,0.3,0.4,4.0,1.7,7.5,3.6
2002,17,2373,MIL,Milwaukee Bucks,Joel Przybilla,"October 10, 1979",22.0,NBA,C,71.0,62.0,1128.0,2.4,4.5,0.54,0.0,0.0,0.0,2.4,4.5,0.54,1.2,2.9,0.42,2.5,6.5,9.0,0.7,0.6,3.8,1.4,6.4,6.1
2003,17,2373,MIL,Milwaukee Bucks,Joel Przybilla,"October 10, 1979",23.0,NBA,C,32.0,17.0,546.0,1.2,3.0,0.39,0.0,0.0,,1.2,3.0,0.39,0.8,1.6,0.5,3.2,6.4,9.6,0.8,0.7,3.0,1.3,5.6,3.2
2004,31,2373,TOT,Total After Trade,Joel Przybilla,"October 10, 1979",24.0,NBA,C,17.0,12.0,347.0,1.9,5.2,0.36,0.0,0.0,,1.9,5.2,0.36,1.3,3.2,0.42,3.3,8.2,11.5,0.7,0.5,1.8,1.9,5.5,5.1
2004,17,2373,MIL,Milwaukee Bucks,Joel Przybilla,"October 10, 1979",24.0,NBA,C,5.0,0.0,33.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.1,2.2,0.5,1.1,9.8,10.9,3.3,0.0,0.0,2.2,5.5,1.1
2004,1,2373,ATL,Atlanta Hawks,Joel Przybilla,"October 10, 1979",24.0,NBA,C,12.0,12.0,314.0,2.1,5.7,0.36,0.0,0.0,,2.1,5.7,0.36,1.4,3.3,0.41,3.6,8.0,11.6,0.5,0.6,1.9,1.8,5.5,5.5
2005,25,2373,POR,Portland Trail Blazers,Joel Przybilla,"October 10, 1979",25.0,NBA,C,76.0,50.0,1858.0,3.9,6.5,0.6,0.0,0.0,,3.9,6.5,0.6,1.7,3.4,0.52,3.4,7.9,11.4,1.4,0.5,3.2,1.9,4.6,9.5
2006,25,2373,POR,Portland Trail Blazers,Joel Przybilla,"October 10, 1979",26.0,NBA,C,56.0,52.0,1395.0,3.4,6.2,0.55,0.0,0.0,,3.4,6.2,0.55,2.1,4.0,0.53,3.8,6.3,10.1,1.1,0.5,3.4,2.0,3.8,8.9
2007,25,2373,POR,Portland Trail Blazers,Joel Przybilla,"October 10, 1979",27.0,NBA,C,43.0,43.0,701.0,1.9,4.0,0.47,0.0,0.0,,1.9,4.0,0.47,0.5,1.4,0.37,3.0,5.6,8.6,0.6,0.5,3.4,2.1,6.4,4.3
2008,25,2373,POR,Portland Trail Blazers,Joel Przybilla,"October 10, 1979",28.0,NBA,C,77.0,67.0,1819.0,2.8,4.9,0.58,0.0,0.0,0.0,2.8,4.9,0.58,1.6,2.4,0.68,3.9,9.0,12.8,0.5,0.3,1.8,1.9,4.6,7.3
2009,25,2373,POR,Portland Trail Blazers,Joel Przybilla,"October 10, 1979",29.0,NBA,C,82.0,43.0,1952.0,3.1,5.0,0.62,0.0,0.0,0.0,3.1,4.9,0.63,2.1,3.1,0.66,3.8,9.5,13.2,0.5,0.6,1.8,1.4,4.0,8.3
2010,25,2373,POR,Portland Trail Blazers,Joel Przybilla,"October 10, 1979",30.0,NBA,C,30.0,9.0,681.0,2.4,4.5,0.52,0.0,0.0,,2.4,4.5,0.52,1.7,2.7,0.65,3.8,8.8,12.6,0.4,0.4,2.3,2.1,5.0,6.5
2011,31,2373,TOT,Total After Trade,Joel Przybilla,"October 10, 1979",31.0,NBA,C,36.0,9.0,519.0,1.7,3.1,0.57,0.0,0.0,,1.7,3.1,0.57,1.0,1.9,0.52,2.6,7.5,10.1,0.9,0.3,1.0,2.0,5.5,4.4
2011,25,2373,POR,Portland Trail Blazers,Joel Przybilla,"October 10, 1979",31.0,NBA,C,31.0,9.0,445.0,1.7,2.8,0.62,0.0,0.0,,1.7,2.8,0.62,1.1,1.9,0.56,2.3,7.5,9.8,1.1,0.4,1.1,1.8,5.1,4.4
2011,4,2373,CHA,Charlotte Bobcats,Joel Przybilla,"October 10, 1979",31.0,NBA,C,5.0,0.0,74.0,1.9,4.9,0.4,0.0,0.0,,1.9,4.9,0.4,0.5,1.9,0.25,4.4,7.3,11.7,0.0,0.0,0.5,3.4,7.8,4.4
2012,25,2373,POR,Portland Trail Blazers,Joel Przybilla,"October 10, 1979",32.0,NBA,C,27.0,19.0,449.0,1.8,3.8,0.46,0.0,0.0,,1.8,3.8,0.46,0.9,1.4,0.61,2.3,8.7,11.1,0.5,0.3,1.3,1.8,5.3,4.4
2013,17,2373,MIL,Milwaukee Bucks,Joel Przybilla,"October 10, 1979",33.0,NBA,C,12.0,1.0,68.0,0.5,2.1,0.25,0.0,0.0,,0.5,2.1,0.25,0.0,1.1,0.0,2.6,8.5,11.1,2.1,0.5,1.1,2.1,5.3,1.1
