Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,21.0,POR,NBA,SG,5.0,,85.0,6.4,14.8,0.429,0.0,0.4,0.0,6.4,14.4,0.441,2.5,3.0,0.857,3.0,4.2,7.2,3.4,2.1,0.4,3.0,4.7,15.2
1985,22.0,POR,NBA,SG,9.0,9.0,339.0,5.8,14.2,0.41,0.2,0.7,0.286,5.6,13.5,0.417,4.0,4.8,0.844,2.9,3.0,5.8,8.8,2.4,1.0,3.1,3.9,15.9
1986,23.0,POR,NBA,SG,4.0,4.0,145.0,6.5,14.2,0.456,0.5,1.2,0.4,6.0,12.9,0.462,4.5,5.7,0.783,2.2,4.0,6.2,6.5,1.5,0.7,4.7,4.7,17.9
1987,24.0,POR,NBA,SG,4.0,4.0,153.0,8.5,18.6,0.456,0.2,0.9,0.25,8.2,17.6,0.467,5.4,6.8,0.793,3.8,3.3,7.1,3.5,1.6,0.7,1.4,3.8,22.6
1988,25.0,POR,NBA,SG,4.0,4.0,170.0,6.8,17.6,0.386,0.6,1.3,0.5,6.1,16.3,0.377,4.4,6.1,0.724,2.5,3.4,5.9,4.4,2.5,0.4,2.5,3.0,18.6
1989,26.0,POR,NBA,SG,3.0,3.0,128.0,9.8,20.0,0.493,0.0,0.6,0.0,9.8,19.4,0.507,3.7,4.8,0.765,3.7,2.0,5.6,7.0,1.7,0.6,3.4,3.1,23.3
1990,27.0,POR,NBA,SG,21.0,21.0,853.0,7.3,16.5,0.441,0.4,1.7,0.22,6.9,14.7,0.467,4.1,5.2,0.774,2.7,3.7,6.4,6.3,2.2,0.8,2.8,3.0,18.9
1991,28.0,POR,NBA,SG,16.0,16.0,633.0,7.3,15.3,0.476,0.9,3.2,0.268,6.4,12.1,0.531,4.3,5.6,0.776,2.3,5.1,7.3,7.3,1.9,0.9,3.5,3.2,19.7
1992,29.0,POR,NBA,SG,21.0,21.0,847.0,8.4,18.1,0.466,0.8,3.4,0.235,7.6,14.6,0.52,5.9,7.3,0.807,2.6,4.0,6.6,6.2,1.3,0.9,2.5,3.3,23.5
1993,30.0,POR,NBA,SG,3.0,3.0,116.0,5.6,13.3,0.419,1.6,3.7,0.417,4.0,9.6,0.419,5.0,6.2,0.8,2.5,3.4,5.9,4.3,1.6,0.9,0.9,2.8,17.7
1994,31.0,POR,NBA,SG,4.0,4.0,157.0,7.1,16.7,0.425,0.7,3.0,0.231,6.4,13.8,0.467,4.4,5.3,0.826,2.3,7.1,9.4,5.0,1.8,0.5,2.1,1.6,19.3
1995,32.0,HOU,NBA,SG,22.0,22.0,849.0,6.6,13.7,0.481,1.3,4.2,0.303,5.3,9.5,0.561,4.7,5.9,0.786,1.9,4.6,6.5,4.7,1.4,0.6,1.9,2.9,19.1
1996,33.0,HOU,NBA,SG,8.0,8.0,292.0,6.0,14.5,0.415,1.1,4.2,0.265,4.9,10.4,0.476,3.2,4.2,0.765,1.8,5.8,7.6,4.9,2.6,0.5,2.5,2.7,16.4
1997,34.0,HOU,NBA,SG,16.0,16.0,623.0,6.1,13.9,0.436,2.2,5.9,0.373,3.9,8.0,0.482,2.4,3.1,0.778,1.4,3.7,5.1,4.4,1.5,0.4,2.1,3.0,16.8
1998,35.0,HOU,NBA,SG,5.0,5.0,182.0,4.2,13.5,0.309,1.0,5.1,0.192,3.2,8.3,0.381,5.5,7.3,0.757,1.8,3.6,5.3,4.5,1.6,0.6,2.6,3.0,14.8
