Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2007,8,2679,DEN,Denver Nuggets,21.0,NBA,SG,4.0,0.0,47.0,7.0,25.6,0.27,0.0,14.0,0.0,7.0,11.7,0.6,7.0,7.0,1.0,1.2,9.3,10.5,2.3,4.7,1.2,3.5,7.0,21.0,,80.0,98.0
2008,8,2679,DEN,Denver Nuggets,22.0,NBA,SG,4.0,0.0,108.0,10.5,19.6,0.54,3.2,10.0,0.32,7.3,9.6,0.76,9.1,11.0,0.83,0.5,2.7,3.2,3.2,1.8,0.0,2.3,5.5,33.3,,136.0,120.0
2009,8,2679,DEN,Denver Nuggets,23.0,NBA,SG,16.0,0.0,435.0,10.5,23.2,0.45,4.5,12.7,0.36,6.0,10.5,0.57,3.0,5.5,0.54,1.3,5.0,6.3,5.4,2.0,0.5,3.1,6.1,28.5,,109.0,109.0
2010,8,2679,DEN,Denver Nuggets,24.0,NBA,SG,6.0,0.0,159.0,6.6,17.9,0.37,3.5,9.8,0.36,3.1,8.2,0.38,4.4,5.0,0.88,1.6,5.7,7.2,3.1,1.3,0.6,1.9,5.3,21.1,,110.0,117.0
2011,8,2679,DEN,Denver Nuggets,25.0,NBA,SF,5.0,0.0,76.0,10.7,30.2,0.36,6.0,14.1,0.43,4.7,16.1,0.29,5.4,7.4,0.73,0.7,6.0,6.7,3.4,1.3,0.0,5.4,5.4,32.9,,87.0,110.0
2012,20,2679,NYK,New York Knicks,26.0,NBA,SG,5.0,0.0,175.0,7.6,24.0,0.32,1.6,8.8,0.18,6.0,15.1,0.4,2.5,2.5,1.0,0.6,3.5,4.1,3.5,1.9,0.3,3.5,6.0,19.2,,82.0,112.0
2013,20,2679,NYK,New York Knicks,27.0,NBA,SG,11.0,0.0,351.0,8.5,25.7,0.33,2.8,10.4,0.27,5.7,15.3,0.37,4.9,6.8,0.72,0.9,7.3,8.2,2.4,1.7,0.8,3.2,4.3,24.8,,87.0,99.0
2015,6,2679,CLE,Cleveland Cavaliers,29.0,NBA,SG,18.0,4.0,560.0,7.8,19.5,0.4,4.8,13.4,0.36,3.0,6.0,0.5,1.3,1.9,0.7,0.9,7.2,8.0,2.1,1.6,0.9,1.4,5.1,21.8,,110.0,104.0
2016,6,2679,CLE,Cleveland Cavaliers,30.0,NBA,SG,21.0,21.0,730.0,5.9,13.6,0.44,4.7,11.0,0.43,1.2,2.7,0.46,0.9,1.5,0.62,0.5,4.4,4.9,2.1,1.9,0.4,0.8,4.0,17.6,,125.0,108.0
2017,6,2679,CLE,Cleveland Cavaliers,31.0,NBA,SG,18.0,18.0,487.0,5.1,10.1,0.5,4.1,8.2,0.5,1.0,1.9,0.53,0.5,1.1,0.46,0.5,3.8,4.3,1.3,1.3,0.6,1.2,4.2,14.8,,127.0,115.0
2018,6,2679,CLE,Cleveland Cavaliers,32.0,NBA,SG,22.0,21.0,706.0,4.8,13.9,0.35,3.3,8.9,0.37,1.6,5.0,0.31,1.3,1.6,0.77,0.7,3.7,4.5,1.9,1.6,0.3,1.4,4.0,14.2,,98.0,113.0
2020,14,2679,LAL,Los Angeles Lakers,34.0,NBA,SG,10.0,0.0,75.0,4.6,17.1,0.27,3.9,14.5,0.27,0.7,2.6,0.25,0.0,0.0,,0.0,2.0,2.0,2.0,1.3,0.0,4.6,7.2,13.2,,67.0,114.0
