Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2005,10,241,GSW,Golden State Warriors,Andris Biedrins,"April 2, 1986",18.0,NBA,C,30.0,1.0,384.0,6.0,10.5,0.58,0.0,0.1,0.0,6.0,10.3,0.58,2.5,5.4,0.48,6.3,9.5,15.8,1.6,1.6,3.2,1.6,11.7,14.6,119.0,102.0
2006,10,241,GSW,Golden State Warriors,Andris Biedrins,"April 2, 1986",19.0,NBA,C,68.0,2.0,1000.0,6.1,9.5,0.64,0.0,0.0,,6.1,9.5,0.64,1.1,3.7,0.31,6.4,8.2,14.6,1.2,1.2,2.4,1.7,9.8,13.3,119.0,104.0
2007,10,241,GSW,Golden State Warriors,Andris Biedrins,"April 2, 1986",20.0,NBA,C,82.0,63.0,2382.0,7.1,11.8,0.6,0.0,0.0,,7.1,11.8,0.6,1.8,3.4,0.52,5.1,10.4,15.5,1.8,1.4,2.8,2.4,6.2,15.9,115.0,104.0
2008,10,241,GSW,Golden State Warriors,Andris Biedrins,"April 2, 1986",21.0,NBA,C,76.0,59.0,2078.0,7.9,12.7,0.63,0.0,0.0,,7.9,12.7,0.63,2.7,4.4,0.62,6.0,11.4,17.4,1.8,1.3,2.2,2.0,6.1,18.6,127.0,106.0
2009,10,241,GSW,Golden State Warriors,Andris Biedrins,"April 2, 1986",22.0,NBA,C,62.0,58.0,1863.0,8.1,14.0,0.58,0.0,0.0,0.0,8.1,14.0,0.58,3.1,5.7,0.55,5.9,12.3,18.2,3.2,1.7,2.5,2.9,6.2,19.3,116.0,107.0
2010,10,241,GSW,Golden State Warriors,Andris Biedrins,"April 2, 1986",23.0,NBA,C,33.0,29.0,763.0,5.1,8.6,0.59,0.0,0.0,,5.1,8.6,0.59,0.3,1.6,0.16,3.9,12.3,16.2,3.6,1.3,2.8,2.0,7.3,10.4,113.0,107.0
2011,10,241,GSW,Golden State Warriors,Andris Biedrins,"April 2, 1986",24.0,NBA,C,59.0,55.0,1397.0,5.1,9.6,0.53,0.0,0.0,,5.1,9.6,0.53,0.4,1.1,0.32,5.3,10.2,15.4,2.2,1.9,1.9,2.1,7.2,10.7,109.0,107.0
2012,10,241,GSW,Golden State Warriors,Andris Biedrins,"April 2, 1986",25.0,NBA,C,47.0,35.0,739.0,2.7,4.5,0.61,0.0,0.0,,2.7,4.5,0.61,0.1,0.6,0.11,3.2,9.2,12.4,1.1,1.6,3.2,1.0,8.8,5.6,118.0,105.0
2013,10,241,GSW,Golden State Warriors,Andris Biedrins,"April 2, 1986",26.0,NBA,C,53.0,9.0,495.0,1.0,2.2,0.48,0.0,0.0,,1.0,2.2,0.48,0.4,1.3,0.31,3.5,12.2,15.7,1.4,1.5,4.3,1.4,10.4,2.5,102.0,98.0
2014,29,241,UTA,Utah Jazz,Andris Biedrins,"April 2, 1986",27.0,NBA,C,6.0,0.0,45.0,1.2,1.2,1.0,0.0,0.0,,1.2,1.2,1.0,1.2,7.0,0.17,2.3,17.5,19.8,0.0,0.0,0.0,2.3,7.0,3.5,62.0,109.0
