Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1995,9,1292,DET,Detroit Pistons,Grant Hill,1972-10-05,22.0,NBA,SF,70.0,69.0,2678.0,508.0,1064.0,0.48,4.0,27.0,0.15,504.0,1037.0,0.49,0.48,374.0,511.0,0.73,125.0,320.0,445.0,353.0,124.0,62.0,202.0,203.0,1394.0,1.0
1996,9,1292,DET,Detroit Pistons,Grant Hill,1972-10-05,23.0,NBA,SF,80.0,80.0,3260.0,564.0,1221.0,0.46,5.0,26.0,0.19,559.0,1195.0,0.47,0.46,485.0,646.0,0.75,127.0,656.0,783.0,548.0,100.0,48.0,263.0,242.0,1618.0,10.0
1997,9,1292,DET,Detroit Pistons,Grant Hill,1972-10-05,24.0,NBA,SF,80.0,80.0,3147.0,625.0,1259.0,0.5,10.0,33.0,0.3,615.0,1226.0,0.5,0.5,450.0,633.0,0.71,123.0,598.0,721.0,583.0,144.0,48.0,259.0,186.0,1710.0,13.0
1998,9,1292,DET,Detroit Pistons,Grant Hill,1972-10-05,25.0,NBA,SF,81.0,81.0,3294.0,615.0,1361.0,0.45,3.0,21.0,0.14,612.0,1340.0,0.46,0.45,479.0,647.0,0.74,93.0,530.0,623.0,551.0,143.0,53.0,285.0,196.0,1712.0,4.0
1999,9,1292,DET,Detroit Pistons,Grant Hill,1972-10-05,26.0,NBA,SF,50.0,50.0,1852.0,384.0,802.0,0.48,0.0,14.0,0.0,384.0,788.0,0.49,0.48,285.0,379.0,0.75,65.0,290.0,355.0,300.0,80.0,27.0,184.0,114.0,1053.0,1.0
2000,9,1292,DET,Detroit Pistons,Grant Hill,1972-10-05,27.0,NBA,SF,74.0,74.0,2776.0,696.0,1422.0,0.49,34.0,98.0,0.35,662.0,1324.0,0.5,0.5,480.0,604.0,0.8,97.0,393.0,490.0,385.0,103.0,43.0,240.0,190.0,1906.0,0.0
2001,22,1292,ORL,Orlando Magic,Grant Hill,1972-10-05,28.0,NBA,SF,4.0,4.0,133.0,19.0,43.0,0.44,1.0,1.0,1.0,18.0,42.0,0.43,0.45,16.0,26.0,0.62,8.0,17.0,25.0,25.0,5.0,2.0,11.0,9.0,55.0,0.0
2002,22,1292,ORL,Orlando Magic,Grant Hill,1972-10-05,29.0,NBA,SF,14.0,14.0,512.0,83.0,195.0,0.43,0.0,2.0,0.0,83.0,193.0,0.43,0.43,69.0,80.0,0.86,29.0,96.0,125.0,64.0,8.0,4.0,37.0,40.0,235.0,0.0
2003,22,1292,ORL,Orlando Magic,Grant Hill,1972-10-05,30.0,NBA,SF,29.0,29.0,843.0,151.0,307.0,0.49,1.0,4.0,0.25,150.0,303.0,0.5,0.49,118.0,144.0,0.82,40.0,166.0,206.0,122.0,28.0,13.0,84.0,46.0,421.0,0.0
2005,22,1292,ORL,Orlando Magic,Grant Hill,1972-10-05,32.0,NBA,SF,67.0,67.0,2338.0,517.0,1015.0,0.51,3.0,13.0,0.23,514.0,1002.0,0.51,0.51,280.0,341.0,0.82,77.0,241.0,318.0,220.0,97.0,28.0,161.0,144.0,1317.0,0.0
2006,22,1292,ORL,Orlando Magic,Grant Hill,1972-10-05,33.0,NBA,SF,21.0,17.0,613.0,119.0,243.0,0.49,2.0,8.0,0.25,117.0,235.0,0.5,0.49,78.0,102.0,0.76,15.0,65.0,80.0,48.0,24.0,6.0,35.0,50.0,318.0,0.0
2007,22,1292,ORL,Orlando Magic,Grant Hill,1972-10-05,34.0,NBA,SG,65.0,64.0,2009.0,342.0,660.0,0.52,2.0,12.0,0.17,340.0,648.0,0.52,0.52,248.0,324.0,0.76,53.0,184.0,237.0,138.0,61.0,25.0,144.0,146.0,934.0,0.0
2008,24,1292,PHO,Phoenix Suns,Grant Hill,1972-10-05,35.0,NBA,SF,70.0,68.0,2222.0,358.0,712.0,0.5,33.0,104.0,0.32,325.0,608.0,0.54,0.53,170.0,196.0,0.87,74.0,279.0,353.0,203.0,65.0,56.0,96.0,153.0,919.0,0.0
2009,24,1292,PHO,Phoenix Suns,Grant Hill,1972-10-05,36.0,NBA,SF,82.0,68.0,2445.0,390.0,745.0,0.52,24.0,76.0,0.32,366.0,669.0,0.55,0.54,181.0,224.0,0.81,64.0,341.0,405.0,186.0,90.0,54.0,126.0,182.0,985.0,0.0
2010,24,1292,PHO,Phoenix Suns,Grant Hill,1972-10-05,37.0,NBA,SF,81.0,81.0,2430.0,336.0,703.0,0.48,35.0,80.0,0.44,301.0,623.0,0.48,0.5,205.0,251.0,0.82,74.0,371.0,445.0,193.0,60.0,36.0,108.0,165.0,912.0,0.0
2011,24,1292,PHO,Phoenix Suns,Grant Hill,1972-10-05,38.0,NBA,SF,80.0,80.0,2409.0,399.0,825.0,0.48,45.0,114.0,0.4,354.0,711.0,0.5,0.51,213.0,257.0,0.83,77.0,261.0,338.0,200.0,64.0,35.0,134.0,184.0,1056.0,0.0
2012,24,1292,PHO,Phoenix Suns,Grant Hill,1972-10-05,39.0,NBA,SF,49.0,46.0,1378.0,201.0,451.0,0.45,14.0,53.0,0.26,187.0,398.0,0.47,0.46,83.0,109.0,0.76,29.0,142.0,171.0,107.0,41.0,29.0,65.0,88.0,499.0,0.0
2013,13,1292,LAC,Los Angeles Clippers,Grant Hill,1972-10-05,40.0,NBA,SF,29.0,0.0,437.0,38.0,98.0,0.39,3.0,11.0,0.27,35.0,87.0,0.4,0.4,14.0,24.0,0.58,6.0,43.0,49.0,26.0,11.0,7.0,25.0,39.0,93.0,0.0
