Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017.0,10.0,1376,GSW,Golden State Warriors,Andre Iguodala,33.0,16.0,0.0,26.2,2.9,6.3,0.46,0.5,2.6,0.19,2.4,3.7,0.64,0.5,0.9,1.6,0.58,0.6,3.5,4.1,3.2,0.9,0.4,1.0,1.8,7.2
2017.0,10.0,1533,GSW,Golden State Warriors,Damian Jones,21.0,4.0,0.0,5.3,0.8,1.8,0.43,0.0,0.0,,0.8,1.8,0.43,0.43,0.3,0.5,0.5,1.0,0.5,1.5,0.0,0.5,0.3,0.0,0.8,1.8
2017.0,10.0,3071,GSW,Golden State Warriors,David West,36.0,17.0,0.0,13.0,2.0,3.5,0.58,0.1,0.1,0.5,1.9,3.4,0.58,0.58,0.4,0.5,0.78,0.4,2.3,2.7,2.1,0.4,0.8,0.6,1.5,4.5
2017.0,10.0,1101,GSW,Golden State Warriors,Draymond Green,26.0,17.0,17.0,34.9,4.2,9.5,0.45,1.9,4.6,0.41,2.4,4.9,0.48,0.55,2.7,3.9,0.69,1.2,7.9,9.1,6.5,1.8,1.6,2.1,3.5,13.1
2017.0,10.0,542,GSW,Golden State Warriors,Ian Clark,25.0,16.0,0.0,13.7,2.5,4.9,0.51,0.8,2.3,0.36,1.7,2.7,0.63,0.59,1.0,1.1,0.94,0.3,1.4,1.6,0.7,0.4,0.0,0.7,1.1,6.8
2017.0,10.0,1930,GSW,Golden State Warriors,JaVale McGee,29.0,16.0,1.0,9.3,2.6,3.5,0.73,0.0,0.0,,2.6,3.5,0.73,0.73,0.8,1.1,0.72,1.4,1.6,3.0,0.3,0.1,0.9,0.5,1.9,5.9
2017.0,10.0,1891,GSW,Golden State Warriors,James Michael McAdoo,24.0,13.0,0.0,4.3,0.7,1.3,0.53,0.2,0.4,0.4,0.5,0.9,0.58,0.59,0.3,0.5,0.67,0.4,0.6,1.0,0.0,0.2,0.2,0.1,0.4,1.8
2017.0,10.0,806,GSW,Golden State Warriors,Kevin Durant,28.0,15.0,15.0,35.5,9.9,17.9,0.56,2.5,5.7,0.44,7.4,12.1,0.61,0.63,6.1,6.9,0.89,1.1,6.9,7.9,4.3,0.8,1.3,2.5,2.6,28.5
2017.0,10.0,2870,GSW,Golden State Warriors,Klay Thompson,26.0,17.0,17.0,35.1,5.5,13.9,0.4,2.4,6.2,0.39,3.1,7.7,0.4,0.48,1.5,1.9,0.79,0.6,3.2,3.9,2.1,0.8,0.3,1.4,2.6,15.0
2017.0,10.0,169,GSW,Golden State Warriors,Matt Barnes,36.0,12.0,0.0,5.1,0.3,1.3,0.27,0.1,0.7,0.12,0.3,0.6,0.43,0.3,0.0,0.0,,0.0,0.8,0.8,0.6,0.2,0.0,0.3,0.8,0.8
2017.0,10.0,1901,GSW,Golden State Warriors,Patrick McCaw,21.0,15.0,3.0,12.1,1.4,3.2,0.44,0.5,1.5,0.35,0.9,1.7,0.52,0.52,0.7,0.9,0.85,0.7,1.5,2.2,1.1,0.6,0.2,0.2,0.9,4.1
2017.0,10.0,1758,GSW,Golden State Warriors,Shaun Livingston,31.0,14.0,0.0,15.7,2.4,4.2,0.58,0.0,0.0,,2.4,4.2,0.58,0.58,0.4,0.5,0.71,0.7,1.4,2.1,1.4,0.4,0.1,0.7,1.7,5.2
2017.0,10.0,657,GSW,Golden State Warriors,Stephen Curry,28.0,17.0,17.0,35.4,8.9,18.4,0.48,4.2,10.1,0.42,4.6,8.2,0.56,0.6,6.1,6.7,0.9,1.3,4.9,6.2,6.7,2.0,0.2,3.4,2.2,28.1
2017.0,10.0,2231,GSW,Golden State Warriors,Zaza Pachulia,32.0,15.0,15.0,14.1,2.1,4.0,0.53,0.0,0.1,0.0,2.1,3.9,0.54,0.53,0.9,1.1,0.76,1.2,2.6,3.8,0.8,0.5,0.3,0.9,2.1,5.1
