SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1986,20,NYK,20,James Bailey,PF,6-9,220,1957-05-21,US,6,Rutgers University
1986,20,NYK,1,Ken Bannister,PF,6-9,235,1960-04-01,US,1,"Indiana State University, Saint Augustine's College"
1986,20,NYK,7,Butch Carter,SG,6-5,180,1958-06-11,US,5,Indiana
1986,20,NYK,25,Bill Cartwright,C,7-1,245,1957-07-30,US,5,San Francisco
1986,20,NYK,35,Fred Cofield,PG,6-3,190,1962-01-04,US,R,"Oregon, Eastern Michigan"
1986,20,NYK,42,Pat Cummings,C,6-9,230,1956-07-11,US,6,Cincinnati
1986,20,NYK,33,Patrick Ewing,C,7-0,240,1962-08-05,JM,R,Georgetown
1986,20,NYK,3,Ken Green,PF,6-8,215,1959-09-19,US,R,University of Texas-Pan American
1986,20,NYK,18,Ernie Grunfeld,SF,6-6,210,1955-04-24,RO,8,Tennessee
1986,20,NYK,14,Chris McNealy,PF,6-7,210,1961-07-15,US,R,San Jose State
1986,20,NYK,55,Louis Orr,SF,6-8,175,1958-05-07,US,5,Syracuse
1986,20,NYK,2,Rory Sparrow,PG,6-2,175,1958-06-12,US,5,Villanova
1986,20,NYK,23,Bob Thornton,PF,6-10,225,1962-07-10,US,R,"University of California, Irvine"
1986,20,NYK,6,Trent Tucker,SG,6-5,193,1959-12-20,US,3,Minnesota
1986,20,NYK,4,Darrell Walker,PG,6-4,180,1961-03-09,US,2,Arkansas
1986,20,NYK,21,Gerald Wilkins,SG,6-6,185,1963-09-11,US,R,Chattanooga
