NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
33,Alvan Adams,C,6-9,210,1954-07-19,US,10,Oklahoma
6,Walter Davis,SG,6-6,193,1954-09-09,US,8,UNC
17,Devin Durrant,SF,6-7,200,1960-10-20,US,1,BYU
53,James Edwards,C,7-0,225,1955-11-22,US,8,Washington
10,Rod Foster,PG,6-1,160,1960-10-10,US,2,UCLA
16,Georgi Glouchkov,PF,6-8,235,1960-01-10,BG,R,
15,Michael Holton,SG,6-4,185,1961-08-04,US,1,UCLA
24,Jay Humphries,PG,6-3,185,1962-10-17,US,1,Colorado
34,Charles Jones,PF,6-8,215,1962-01-12,US,1,Louisville
22,Larry Nance,PF,6-10,205,1959-02-12,US,4,Clemson
54,Ed Pinckney,SF,6-9,195,1963-03-27,US,R,Villanova
32,Charles Pittman,PF,6-8,220,1958-03-23,US,3,Maryland
8,Rick Robey,C,6-11,230,1956-01-30,US,7,Kentucky
11,Mike Sanders,SF,6-6,210,1960-05-07,US,3,UCLA
7,Bernard Thompson,SG,6-6,210,1962-08-30,US,1,Fresno State
15,Sedric Toney,PG,6-2,178,1962-04-13,US,R,Dayton
30,Nick Vanos,C,7-1,255,1963-04-13,US,R,Santa Clara
