SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1986,12,IND,15,Ron Anderson,SF,6-7,215,1958-10-15,US,1,Fresno State
1986,12,IND,25,Quinn Buckner,PG,6-3,190,1954-08-20,US,9,Indiana
1986,12,IND,10,Vern Fleming,PG,6-5,185,1962-02-04,US,1,Georgia
1986,12,IND,20,Bill Garnett,PF,6-9,225,1960-04-22,US,3,Wyoming
1986,12,IND,55,Stuart Gray,C,7-0,235,1963-05-27,PA,1,UCLA
1986,12,IND,33,Clark Kellogg,PF,6-7,225,1961-07-02,US,3,Ohio State
1986,12,IND,22,Bill Martin,SF,6-7,205,1962-08-16,US,R,Georgetown
1986,12,IND,44,Dwayne McClain,SF,6-6,185,1963-02-07,US,R,Villanova
1986,12,IND,4,Clint Richardson,SG,6-3,195,1956-08-07,US,6,Seattle University
1986,12,IND,43,Terence Stansbury,SG,6-5,170,1961-02-27,US,1,Temple
1986,12,IND,40,Steve Stipanovich,C,6-11,245,1960-11-17,US,2,Missouri
1986,12,IND,23,Wayman Tisdale,PF,6-9,240,1964-06-09,US,R,Oklahoma
1986,12,IND,21,Bryan Warrick,PG,6-5,195,1959-07-22,US,3,Saint Joseph's
1986,12,IND,32,Herb Williams,C,6-10,242,1958-02-16,US,4,Ohio State
