SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1986,6,CLE,25,Ron Anderson,SF,6-7,215,1958-10-15,US,1,Fresno State
1986,6,CLE,5,John Bagley,PG,6-0,185,1960-04-23,US,3,Boston College
1986,6,CLE,10,Ron Brewer,SG,6-4,180,1955-07-16,US,7,Arkansas
1986,6,CLE,16,Johnny Davis,SG,6-2,170,1955-10-21,US,9,Dayton
1986,6,CLE,21,World B. Free,SG,6-2,185,1953-12-09,US,10,Guilford College
1986,6,CLE,32,Roy Hinson,SF,6-9,210,1961-05-02,US,2,Rutgers University
1986,6,CLE,35,Phil Hubbard,SF,6-8,215,1956-12-13,US,6,Michigan
1986,6,CLE,3,Eddie Johnson,SG,6-2,180,1955-02-24,US,8,Auburn
1986,6,CLE,44,Edgar Jones,PF,6-10,225,1956-06-17,US,5,Nevada
1986,6,CLE,24,Keith Lee,PF,6-10,215,1962-12-28,US,R,Memphis
1986,6,CLE,33,Ben McDonald,SF,6-8,210,1962-07-20,US,R,"University of California, Irvine"
1986,6,CLE,14,Dirk Minniefield,PG,6-3,180,1961-01-17,US,R,Kentucky
1986,6,CLE,50,Ben Poquette,PF,6-9,235,1955-05-07,US,8,Central Michigan University
1986,6,CLE,8,Lonnie Shelton,PF,6-8,240,1955-10-19,US,9,Oregon State
1986,6,CLE,54,Melvin Turpin,C,6-11,240,1960-12-28,US,1,Kentucky
1986,6,CLE,41,Mark West,C,6-10,230,1960-11-05,US,2,Old Dominion
1986,6,CLE,3,Ennis Whatley,PG,6-3,177,1962-08-11,US,2,Alabama
