NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,Benoit Benjamin,C,7-0,250,1964-11-22,US,R,Creighton
2,Junior Bridgeman,SF,6-5,210,1953-09-17,US,10,Louisville
31,Wallace Bryant,C,7-0,245,1959-07-14,ES,2,San Francisco
44,Michael Cage,PF,6-9,224,1962-01-28,US,1,San Diego State
38,Jeff Cross,PF,6-10,240,1961-09-01,US,R,University of Maine
40,James Donaldson,C,7-2,275,1957-08-16,GB,5,Washington State
14,Franklin Edwards,PG,6-1,170,1959-02-02,US,4,Cleveland State University
4,Lancaster Gordon,SG,6-3,185,1962-06-24,US,1,Louisville
8,Marques Johnson,SG,6-7,218,1956-02-08,US,8,UCLA
20,Ozell Jones,C,6-11,235,1960-11-20,US,1,"Wichita State, Cal State Fullerton"
19,Cedric Maxwell,SF,6-8,205,1955-11-21,US,8,UNC Charlotte
46,Jay Murphy,SF,6-9,220,1962-06-26,US,1,Boston College
40,Kurt Nimphius,PF,6-10,218,1958-03-13,US,4,Arizona State
10,Norm Nixon,PG,6-2,170,1955-10-11,US,8,Duquesne
18,Derek Smith,SG,6-6,205,1961-11-01,US,3,Louisville
21,Jim Thomas,SG,6-3,190,1960-10-19,US,2,Indiana
1,Darnell Valentine,PG,6-1,183,1959-02-03,US,4,Kansas
22,Rory White,SF,6-8,210,1959-08-16,US,3,University of South Alabama
52,Jamaal Wilkes,SF,6-6,190,1953-05-02,US,11,UCLA
