Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2958,680,209,21.76,2.69,5.36,0.5,0.0,0.06,0,2.69,5.29,0.51,0.5,1.37,2.14,0.64,2.3,4.45,6.74,1.19,0.77,0.56,0.94,2.31,6.77
