Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2018,18,33,MIN,Minnesota Timberwolves,45,Cole Aldrich,C,6-11,250,"October 31, 1988",US,7,Kansas
2018,18,250,MIN,Minnesota Timberwolves,8,Nemanja Bjelica,PF,6-10,234,"May 9, 1988",RS,2,
2018,18,361,MIN,Minnesota Timberwolves,30,Aaron Brooks,PG,6-0,161,"January 14, 1985",US,9,Oregon
2018,18,368,MIN,Minnesota Timberwolves,3,Anthony Brown,SF,6-7,210,"October 10, 1992",US,2,Stanford
2018,18,439,MIN,Minnesota Timberwolves,23,Jimmy Butler,SG,6-7,230,"September 14, 1989",US,6,Marquette
2018,18,625,MIN,Minnesota Timberwolves,11,Jamal Crawford,SG,6-5,185,"March 20, 1980",US,17,Michigan
2018,18,746,MIN,Minnesota Timberwolves,5,Gorgui Dieng,C,6-10,252,"January 18, 1990",SN,4,Louisville
2018,18,1021,MIN,Minnesota Timberwolves,13,Marcus Georges-Hunt,SG,6-5,216,"March 28, 1994",US,1,Georgia Tech
2018,18,1029,MIN,Minnesota Timberwolves,67,Taj Gibson,PF,6-9,232,"June 24, 1985",US,8,USC
2018,18,1562,MIN,Minnesota Timberwolves,1,Tyus Jones,PG,6-0,196,"May 10, 1996",US,2,Duke
2018,18,2072,MIN,Minnesota Timberwolves,15,Shabazz Muhammad,SF,6-6,223,"November 13, 1992",US,4,UCLA
2018,18,2259,MIN,Minnesota Timberwolves,24,Justin Patton,C,6-11,241,"June 14, 1997",US,R,Creighton
2018,18,2505,MIN,Minnesota Timberwolves,25,Derrick Rose,PG,6-2,200,"October 4, 1988",US,8,Memphis
2018,18,2823,MIN,Minnesota Timberwolves,0,Jeff Teague,PG,6-3,195,"June 10, 1988",US,8,Wake Forest
2018,18,2903,MIN,Minnesota Timberwolves,32,Karl-Anthony Towns,C,6-11,248,"November 15, 1995",US,2,Kentucky
2018,18,3108,MIN,Minnesota Timberwolves,22,Andrew Wiggins,SF,6-7,197,"February 23, 1995",CA,3,Kansas
