Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1995,14.0,1542,LAL,Los Angeles Lakers,23.0,NBA,SG,10.0,0.0,286.0,5.7,15.2,0.38,2.3,5.1,0.44,3.4,10.1,0.34,2.9,4.0,0.71,1.3,4.8,6.1,3.8,1.5,1.7,3.2,5.1,16.6,,94.0,108.0
1996,14.0,1542,LAL,Los Angeles Lakers,24.0,NBA,SG,4.0,4.0,155.0,9.0,16.2,0.55,3.3,6.3,0.53,5.6,9.9,0.57,1.7,2.7,0.62,2.3,4.6,7.0,2.0,2.7,0.3,1.3,5.3,22.9,,128.0,102.0
1997,14.0,1542,LAL,Los Angeles Lakers,25.0,NBA,SG,9.0,9.0,283.0,6.5,14.1,0.46,1.8,4.7,0.38,4.7,9.4,0.5,5.1,6.9,0.74,1.6,4.5,6.1,5.7,1.8,0.8,2.6,4.7,19.8,,116.0,109.0
1998,14.0,1542,LAL,Los Angeles Lakers,26.0,NBA,SG,13.0,13.0,476.0,7.9,16.9,0.47,2.3,5.5,0.42,5.6,11.4,0.49,7.2,8.7,0.83,1.4,4.4,5.8,3.6,3.0,2.4,1.9,4.2,25.2,,126.0,110.0
2001,16.0,1542,MIA,Miami Heat,29.0,NBA,SG,3.0,3.0,108.0,10.9,21.8,0.5,3.5,7.9,0.44,7.4,13.9,0.54,3.0,3.5,0.86,1.0,7.9,8.9,3.5,1.5,0.5,3.5,4.5,28.3,,107.0,111.0
2004,16.0,1542,MIA,Miami Heat,32.0,NBA,SG,13.0,13.0,478.0,6.5,17.8,0.37,2.3,7.8,0.3,4.2,10.0,0.42,4.6,5.8,0.8,0.3,5.1,5.5,3.4,2.1,1.3,2.2,4.3,20.0,,100.0,98.0
2005,16.0,1542,MIA,Miami Heat,33.0,NBA,SF,15.0,15.0,601.0,6.3,13.8,0.46,2.8,7.1,0.4,3.5,6.7,0.51,2.7,3.7,0.74,0.9,6.8,7.7,3.5,1.6,0.8,1.9,5.0,18.2,,114.0,103.0
2006,15.0,1542,MEM,Memphis Grizzlies,34.0,NBA,SG,4.0,3.0,119.0,6.8,14.1,0.48,1.5,3.4,0.43,5.4,10.7,0.5,4.9,7.3,0.67,1.5,3.9,5.4,4.9,1.5,0.5,0.5,4.9,19.9,,127.0,117.0
2007,16.0,1542,MIA,Miami Heat,35.0,NBA,SG,3.0,2.0,66.0,1.6,7.1,0.22,0.8,4.8,0.17,0.8,2.4,0.33,4.0,4.8,0.83,0.8,4.0,4.8,4.0,0.8,0.8,0.8,5.6,7.9,,102.0,112.0
2008,7.0,1542,DAL,Dallas Mavericks,36.0,NBA,SG,3.0,0.0,22.0,5.0,15.0,0.33,2.5,10.0,0.25,2.5,5.0,0.5,2.5,2.5,1.0,0.0,7.5,7.5,2.5,2.5,0.0,2.5,7.5,15.0,,92.0,115.0
