SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,2,BOS,Larry Bird,24,17,,750,7.1,15.0,0.47,0.1,0.4,0.38,6.9,14.6,0.47,3.6,4.1,0.89,2.4,9.1,11.4,4.9,1.9,0.8,3.0,2.5,17.9
1981,2,BOS,Tiny Archibald,32,17,,630,5.4,12.1,0.45,0.0,0.3,0.0,5.4,11.8,0.46,4.3,5.4,0.81,0.3,1.3,1.6,6.1,0.7,0.0,2.9,2.2,15.2
1981,2,BOS,Cedric Maxwell,25,17,,598,6.1,10.5,0.58,0.0,0.0,,6.1,10.5,0.58,4.3,5.3,0.82,3.7,3.9,7.5,2.8,0.7,1.0,2.6,3.2,16.5
1981,2,BOS,Chris Ford,32,17,,507,4.7,10.4,0.45,0.5,1.8,0.28,4.2,8.6,0.49,1.1,1.8,0.6,0.9,2.3,3.2,3.3,1.0,0.1,1.3,3.3,10.9
1981,2,BOS,Robert Parish,27,17,,492,7.9,16.0,0.49,0.0,0.0,,7.9,16.0,0.49,2.9,4.2,0.67,3.7,7.0,10.7,1.4,1.5,2.9,3.2,5.4,18.7
1981,2,BOS,Kevin McHale,23,17,,296,7.4,13.7,0.54,0.0,0.0,,7.4,13.7,0.54,2.8,4.4,0.64,3.5,3.6,7.2,1.7,0.5,3.0,1.8,6.2,17.6
1981,2,BOS,M.L. Carr,30,17,,288,5.2,12.6,0.42,0.0,0.5,0.0,5.2,12.1,0.43,2.3,3.0,0.75,1.0,2.1,3.1,1.7,1.2,0.7,1.0,4.0,12.7
1981,2,BOS,Rick Robey,25,17,,265,4.8,11.0,0.43,0.0,0.0,,4.8,11.0,0.43,2.2,4.8,0.46,2.6,5.6,8.2,1.6,0.3,0.7,2.6,6.0,11.7
1981,2,BOS,Gerald Henderson,25,16,,228,6.5,13.6,0.48,0.0,0.2,0.0,6.5,13.4,0.48,1.6,1.9,0.83,1.6,2.4,3.9,4.1,1.6,0.5,1.9,3.8,14.5
1981,2,BOS,Eric Fernsten,27,8,,14,0.0,7.7,0.0,0.0,0.0,,0.0,7.7,0.0,5.1,7.7,0.67,2.6,7.7,10.3,2.6,2.6,0.0,0.0,7.7,5.1
1981,2,BOS,Terry Duerod,24,10,,12,12.0,30.0,0.4,0.0,6.0,0.0,12.0,24.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,24.0
