SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,24,PHO,Dennis Johnson,26,7,,267,7.0,14.8,0.47,0.1,0.7,0.2,6.9,14.2,0.49,4.3,5.7,0.76,0.9,3.5,4.4,2.7,1.2,1.2,2.6,2.4,18.5
1981,24,PHO,Truck Robinson,29,7,,233,4.2,11.9,0.35,0.0,0.0,,4.2,11.9,0.35,3.1,5.3,0.59,3.6,8.0,11.6,2.0,0.8,0.3,2.0,2.3,11.4
1981,24,PHO,Alvan Adams,26,7,,218,4.5,9.9,0.45,0.0,0.0,,4.5,9.9,0.45,3.3,4.6,0.71,1.8,5.0,6.8,4.3,0.7,0.2,3.1,3.3,12.2
1981,24,PHO,Jeff Cook,24,7,,206,4.4,9.4,0.46,0.2,0.2,1.0,4.2,9.3,0.45,2.4,3.3,0.74,3.0,5.2,8.2,1.9,0.2,0.0,1.7,5.1,11.4
1981,24,PHO,Walter Davis,26,7,,199,9.2,19.2,0.48,0.0,0.2,0.0,9.2,19.0,0.49,1.8,3.1,0.59,1.3,2.2,3.4,4.0,1.3,0.2,3.1,3.1,20.3
1981,24,PHO,Alvin Scott,25,7,,120,4.2,9.0,0.47,0.0,0.0,,4.2,9.0,0.47,3.0,4.5,0.67,2.4,3.3,5.7,2.1,1.2,1.8,2.1,1.8,11.4
1981,24,PHO,Johnny High,23,7,,117,4.3,10.2,0.42,0.0,0.0,,4.3,10.2,0.42,2.8,4.3,0.64,2.8,3.1,5.8,1.8,1.8,0.6,1.8,7.4,11.4
1981,24,PHO,Rich Kelley,27,7,,113,3.2,8.0,0.4,0.0,0.3,0.0,3.2,7.6,0.42,2.9,4.5,0.64,4.1,7.0,11.2,4.1,1.9,1.0,4.5,3.8,9.2
1981,24,PHO,Kyle Macy,23,7,,102,6.7,12.7,0.53,1.4,2.8,0.5,5.3,9.9,0.54,2.5,2.5,1.0,0.7,3.9,4.6,3.9,1.8,0.0,2.5,2.8,17.3
1981,24,PHO,Joel Kramer,25,7,,101,4.6,8.9,0.52,0.0,0.0,,4.6,8.9,0.52,0.4,0.7,0.5,0.7,5.0,5.7,1.4,0.7,0.7,0.4,6.4,9.6
1981,24,PHO,Mike Niles,25,2,,4,0.0,45.0,0.0,0.0,0.0,,0.0,45.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
