PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Julius Erving,31,21,,37.1,8.0,15.4,0.519,0.0,0.3,0.16699999999999998,8.0,15.1,0.525,0.52,5.9,7.9,0.752,2.7,4.7,7.4,4.7,1.8,1.8,3.2,2.6,22.0
Maurice Cheeks,25,21,,36.4,6.0,12.6,0.47200000000000003,0.0,0.4,0.111,5.9,12.2,0.484,0.474,2.4,3.1,0.769,0.7,2.2,3.0,8.2,2.3,0.3,2.3,2.8,14.3
Andrew Toney,24,21,,33.7,8.8,17.4,0.507,0.2,0.7,0.33299999999999996,8.6,16.7,0.514,0.514,3.9,4.9,0.7959999999999999,1.0,1.5,2.4,4.9,0.9,0.1,3.2,4.1,21.8
Caldwell Jones,31,21,,32.3,3.5,7.6,0.46299999999999997,0.0,0.0,,3.5,7.6,0.46299999999999997,0.46299999999999997,1.7,2.0,0.8540000000000001,2.5,6.5,9.0,0.9,0.5,1.9,1.4,3.7,8.7
Bobby Jones,30,21,,28.0,4.5,8.3,0.54,0.0,0.0,,4.5,8.3,0.54,0.54,3.2,3.9,0.84,1.8,3.0,4.7,2.5,0.7,1.0,1.6,3.3,12.2
Darryl Dawkins,25,21,,21.9,4.7,8.5,0.556,0.0,0.0,,4.7,8.5,0.556,0.556,1.6,2.4,0.66,1.1,3.6,4.7,0.5,0.3,1.7,1.8,4.5,11.0
Clint Richardson,25,21,,19.8,2.2,5.0,0.452,0.0,0.0,,2.2,5.0,0.452,0.452,0.8,1.4,0.5670000000000001,1.4,1.9,3.3,1.9,0.6,0.2,1.0,2.3,5.3
Mike Bantom,30,21,,19.0,1.7,4.3,0.396,0.0,0.0,,1.7,4.3,0.396,0.396,0.9,2.0,0.452,1.9,1.8,3.7,1.1,0.7,0.4,1.1,2.9,4.3
Lionel Hollins,28,8,,14.3,1.9,6.1,0.306,0.0,0.1,0.0,1.9,6.0,0.313,0.306,0.5,0.8,0.667,0.1,1.0,1.1,3.1,1.1,0.1,1.6,1.4,4.3
Steve Mix,34,7,,7.1,1.7,3.1,0.545,0.1,0.1,1.0,1.6,3.0,0.524,0.568,0.7,1.0,0.7140000000000001,0.6,1.0,1.6,0.9,0.0,0.0,0.6,0.7,4.3
Earl Cureton,24,12,,6.3,1.1,3.4,0.317,0.0,0.1,0.0,1.1,3.3,0.325,0.317,0.5,0.8,0.667,1.0,1.2,2.2,0.2,0.1,0.1,0.4,1.0,2.7
Franklin Edwards,22,9,,3.6,1.3,2.2,0.6,0.1,0.1,1.0,1.2,2.1,0.579,0.625,0.9,1.0,0.889,0.2,0.3,0.6,0.6,0.3,0.0,0.2,0.0,3.7
