PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Alex English,28,3,,39.3,8.7,18.3,0.473,0.0,0.0,,8.7,18.3,0.473,0.473,2.0,2.3,0.857,2.7,5.0,7.7,5.7,1.0,1.0,1.3,2.0,19.3
Kiki Vandeweghe,23,3,,36.3,8.3,14.3,0.581,0.0,0.0,,8.3,14.3,0.581,0.581,6.0,6.0,1.0,1.3,4.7,6.0,3.0,0.7,1.3,2.0,2.3,22.7
Dan Issel,33,3,,34.3,10.7,20.0,0.5329999999999999,0.0,0.0,,10.7,20.0,0.5329999999999999,0.5329999999999999,4.0,4.0,1.0,2.7,4.3,7.0,1.7,1.0,0.3,2.3,3.3,25.3
Billy McKinney,26,3,,30.3,5.3,9.0,0.593,0.0,0.3,0.0,5.3,8.7,0.615,0.593,3.3,4.0,0.833,0.7,1.3,2.0,3.3,1.0,0.0,1.7,3.0,14.0
T.R. Dunn,26,3,,27.0,2.0,4.3,0.462,0.0,0.0,,2.0,4.3,0.462,0.462,2.3,2.7,0.875,3.3,2.7,6.0,3.3,2.7,0.3,1.7,3.7,6.3
David Thompson,27,3,,22.0,5.0,11.0,0.455,0.3,1.0,0.33299999999999996,4.7,10.0,0.467,0.47,1.3,2.3,0.5710000000000001,1.3,2.0,3.3,2.0,0.3,0.0,2.7,2.7,11.7
Kenny Higgs,27,3,,18.0,2.7,7.0,0.381,0.0,0.7,0.0,2.7,6.3,0.42100000000000004,0.381,2.3,4.0,0.583,0.3,0.7,1.0,2.0,1.0,0.0,1.7,4.0,7.7
Glen Gondrezick,26,3,,17.0,2.7,6.7,0.4,0.0,0.3,0.0,2.7,6.3,0.42100000000000004,0.4,0.7,1.0,0.667,1.0,1.7,2.7,3.0,0.7,0.3,0.0,2.7,6.0
Cedrick Hordges,25,3,,15.0,2.7,6.3,0.42100000000000004,0.0,0.3,0.0,2.7,6.0,0.444,0.42100000000000004,1.0,1.3,0.75,0.7,3.7,4.3,0.7,0.3,0.0,1.3,1.3,6.3
James Ray,24,1,,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
