Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2003,20,3137,NYK,New York Knicks,Frank Williams,"February 25, 1980",22.0,NBA,PG,21.0,167.0,6.4,0.39,0.48,0.18,2.1,10.8,6.3,29.4,2.2,0.9,32.3,14.6,-0.2,0.1,-0.1,-0.04,-3.9,-0.1,-4.0,-0.1
2004,20,3137,NYK,New York Knicks,Frank Williams,"February 25, 1980",23.0,NBA,PG,56.0,714.0,10.7,0.48,0.29,0.23,1.3,7.2,4.3,27.7,1.9,0.6,21.6,19.0,-0.1,0.5,0.3,0.02,-2.0,-0.9,-2.9,-0.2
2005,5,3137,CHI,Chicago Bulls,Frank Williams,"February 25, 1980",24.0,NBA,SG,9.0,71.0,0.3,0.15,0.2,0.0,3.2,6.3,4.7,22.9,1.5,3.2,13.0,14.5,-0.3,0.1,-0.2,-0.1,-6.6,2.1,-4.5,0.0
