Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994,24.0,SEA,NBA,SF,15.0,0.0,86.0,8.0,20.1,0.396,0.8,2.9,0.286,7.1,17.2,0.415,6.3,10.9,0.577,2.1,4.2,6.3,4.6,1.7,0.0,5.0,5.0,23.0
1996,26.0,VAN,NBA,SF,80.0,66.0,1930.0,4.7,10.9,0.427,0.8,2.1,0.389,3.8,8.8,0.436,1.7,2.5,0.662,1.9,3.4,5.3,1.9,1.3,0.6,1.9,3.0,11.8
1999,29.0,UTA,NBA,SF,8.0,0.0,42.0,1.7,6.0,0.286,0.0,0.0,,1.7,6.0,0.286,0.0,3.4,0.0,0.9,8.6,9.4,0.9,1.7,0.9,3.4,6.9,3.4
