Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1982,7,2931,DAL,Dallas Mavericks,Elston Turner,1959-06-10,22.0,NBA,SF,80.0,1996.0,10.7,0.47,0.01,0.22,7.9,9.4,8.6,13.2,1.8,0.1,14.2,16.8,0.3,1.0,1.4,0.03,-1.5,-0.8,-2.3,-0.2
1983,7,2931,DAL,Dallas Mavericks,Elston Turner,1959-06-10,23.0,NBA,SF,59.0,879.0,9.0,0.43,0.01,0.13,8.2,10.5,9.3,12.2,2.5,0.0,19.0,14.0,-0.3,0.5,0.1,0.01,-2.2,-0.1,-2.2,-0.1
1984,7,2931,DAL,Dallas Mavericks,Elston Turner,1959-06-10,24.0,NBA,SF,47.0,536.0,9.9,0.42,0.06,0.23,9.1,11.0,10.1,13.7,2.4,0.0,15.0,15.1,-0.1,0.5,0.3,0.03,-2.1,0.1,-2.0,0.0
1985,8,2931,DEN,Denver Nuggets,Elston Turner,1959-06-10,25.0,NBA,SF,81.0,1491.0,10.9,0.5,0.02,0.17,5.9,9.8,7.7,12.4,2.9,0.3,14.4,12.3,0.8,1.5,2.3,0.08,-1.7,1.1,-0.6,0.5
1986,8,2931,DEN,Denver Nuggets,Elston Turner,1959-06-10,26.0,NBA,SG,73.0,1324.0,9.6,0.46,0.02,0.14,4.8,11.3,7.9,15.3,2.4,0.3,16.6,14.0,-0.3,1.6,1.3,0.05,-2.9,1.0,-1.9,0.0
1987,5,2931,CHI,Chicago Bulls,Elston Turner,1959-06-10,27.0,NBA,SF,70.0,936.0,9.4,0.47,0.03,0.12,4.0,10.0,7.0,14.9,1.6,0.3,10.5,13.4,0.4,0.8,1.2,0.06,-2.8,0.2,-2.6,-0.1
1988,5,2931,CHI,Chicago Bulls,Elston Turner,1959-06-10,28.0,NBA,SF,17.0,98.0,3.1,0.28,0.0,0.07,9.4,2.3,5.9,11.7,4.1,0.0,24.5,17.9,-0.4,0.1,-0.2,-0.12,-6.5,-0.3,-6.8,-0.1
1989,8,2931,DEN,Denver Nuggets,Elston Turner,1959-06-10,29.0,NBA,SF,78.0,1746.0,7.8,0.45,0.02,0.16,6.1,11.1,8.5,9.5,2.3,0.3,13.7,9.6,0.2,1.9,2.1,0.06,-3.0,0.9,-2.1,0.0
